Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
franco diaz,ar ARG,MF,Newell's OB,23,2000,0.5,0,0,0.0,0.0,1,0,20,30,66.67,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
franco ibarra,ar ARG,MF,Rosario Central,22,2001,19.8,0,1,0.3,0.3,11,0,623,847,73.55,88,57,44,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
franco jara,ar ARG,FW,Belgrano,35,1988,17.8,13,1,8.1,1.6,60,28,322,463,69.55,12,6,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
franco mastantuono,ar ARG,"MF,FW",River Plate,16,2007,10.5,1,3,3.6,2.5,42,13,437,586,74.57,22,14,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0
franco minerva,ar ARG,"MF,FW",Platense,17,2006,8.6,1,1,0.4,0.9,10,3,98,201,48.76,14,9,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
franco moyano,ar ARG,MF,Talleres,26,1997,3.8,0,0,0.0,0.0,1,0,184,214,85.98,8,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
franco nicola,uy URU,"MF,FW",Atlé Tucumán,21,2002,7.3,1,0,1.2,0.9,11,5,152,231,65.8,20,12,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
franco pardo,ar ARG,DF,Unión,26,1997,26.0,2,1,1.3,1.0,15,4,888,1186,74.87,51,36,24,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
franco paredes,ar ARG,DF,Sarmiento,24,1999,20.5,1,0,1.0,1.8,14,4,413,625,66.08,32,19,24,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
franco petroli,ar ARG,GK,Godoy Cruz,25,1998,26.0,0,0,0.0,0.0,0,0,687,998,68.84,0,0,0,0,27.0,1.04,98.0,71.0,72.4,7.0,26.9,2.0,0.0,2.0,0.0,31.2,0.31,6.2,0.24,203.0,489.0,41.5,791.0,116.0,46.0,38.1,26.0,7.5,27.0,1.04,15.6,True,25.0
franco rami,ar ARG,MF,Belgrano,20,2003,0.1,0,0,0.0,0.0,1,0,2,2,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
franco romero,ar ARG,MF,Ind. Rivadavia,23,2000,26.9,2,0,1.7,0.3,5,0,776,982,79.02,59,38,46,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
franco troyansky,ar ARG,"FW,MF",Gimnasia–LP,26,1997,2.1,1,0,0.2,0.0,5,3,41,55,74.55,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
franco watson,ar ARG,"MF,FW",Huracán,24,2000,1.8,0,0,0.1,0.4,4,1,36,62,58.06,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
franco zapiola,ar ARG,MF,Platense,22,2001,1.9,0,0,0.1,0.0,3,0,29,46,63.04,5,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
frank fabra,co COL,"DF,MF",Boca Juniors,32,1991,2.8,0,0,0.0,0.0,0,0,96,141,68.09,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
gabriel alanis,ar ARG,"FW,MF",Defensa y Just,29,1994,9.5,2,3,1.9,2.0,24,6,184,270,68.15,15,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
gabriel aranda,ar ARG,DF,Banfield,22,2001,5.3,0,0,0.2,0.0,2,1,151,193,78.24,5,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
gabriel arias,cl CHI,GK,Racing Club,36,1987,20.5,0,0,0.0,0.0,0,0,434,591,73.43,0,0,1,0,18.0,0.88,63.0,46.0,73.0,10.0,47.6,2.0,1.0,0.0,1.0,15.2,0.23,-1.8,-0.09,101.0,247.0,40.9,429.0,68.0,38.9,37.6,9.0,3.9,21.0,1.02,16.3,True,36.0
gabriel avalos,py PAR,FW,Independiente,33,1990,23.5,9,1,6.1,1.1,55,24,277,500,55.4,13,7,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
gabriel carabajal,ar ARG,"MF,FW",Newell's OB,32,1991,3.0,0,1,0.2,0.8,5,0,100,141,70.92,4,3,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
gabriel compagnucci,ar ARG,"DF,MF",Belgrano,32,1991,15.6,0,3,0.5,2.3,9,1,447,654,68.35,29,19,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
gabriel diaz,ar ARG,DF,Sarmiento,23,2000,11.4,0,0,0.3,0.4,7,0,264,448,58.93,26,16,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
gabriel gudino,ar ARG,"MF,FW",Sarmiento,31,1992,10.5,1,0,2.3,0.4,24,6,78,141,55.32,32,15,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
gabriel hachen,ar ARG,"MF,FW",Platense,33,1990,2.5,0,0,0.7,0.0,5,2,70,111,63.06,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
gabriel hauche,ar ARG,"MF,FW",Sarmiento,37,1986,4.8,0,1,1.0,0.7,9,1,69,119,57.98,12,9,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0
gabriel neves,uy URU,"MF,FW",Independiente,26,1997,0.6,0,0,0.0,0.4,0,0,33,41,80.49,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
gabriel rojas,ar ARG,"DF,MF",Racing Club,26,1997,16.9,1,1,1.0,1.2,17,5,569,799,71.21,29,20,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
galvan vittar,ar ARG,FW,Cen. Córdoba–SdE,19,2004,0.3,0,0,0.0,0.0,0,0,5,12,41.67,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
gary medel,cl CHI,"DF,MF",Boca Juniors,36,1987,6.2,0,0,0.0,0.1,1,0,396,425,93.18,8,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0
gaspar duarte,ar ARG,"FW,MF",Rosario Central,21,2003,5.0,0,3,0.0,0.8,2,1,70,113,61.95,1,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
gaston benavidez,ar ARG,DF,Talleres,28,1995,22.9,1,4,2.9,2.9,21,5,985,1258,78.3,48,34,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
gaston benedetti,ar ARG,DF,Estudiantes–LP,22,2001,15.7,1,0,1.1,0.4,10,5,697,921,75.68,32,19,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
gaston campi,ar ARG,DF,San Lorenzo,32,1991,23.6,1,1,0.8,0.4,9,2,930,1153,80.66,27,20,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
gaston emanuel moreyra,ar ARG,MF,Godoy Cruz,24,1999,4.2,0,1,0.1,0.5,3,0,124,184,67.39,6,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
gaston gil romero,ar ARG,MF,Ind. Rivadavia,30,1993,0.8,1,0,0.2,0.0,1,1,22,31,70.97,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
gaston gomez,ar ARG,GK,San Lorenzo,27,1996,16.0,0,0,0.0,0.0,0,0,271,431,62.88,1,1,0,0,13.0,0.81,51.0,39.0,78.4,5.0,31.3,2.0,2.0,0.0,0.0,13.6,0.25,1.6,0.1,93.0,242.0,38.4,288.0,39.0,51.7,41.5,6.0,2.6,6.0,0.38,11.3,True,27.0
gaston lodico,ar ARG,MF,Instituto,25,1998,24.0,1,6,1.9,3.6,32,4,1193,1479,80.66,48,29,24,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
gaston martirena,uy URU,"DF,MF",Racing Club,24,2000,21.7,3,5,1.0,4.8,29,6,721,1020,70.69,37,27,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
gaston sauro,ar ARG,DF,Sarmiento,33,1990,7.0,0,0,0.2,0.0,4,1,110,142,77.46,5,1,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
gaston suso,ar ARG,DF,Platense,32,1991,27.0,0,0,0.9,0.1,17,2,435,625,69.6,36,25,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
gaston veron,ar ARG,"FW,MF",Arg Juniors,22,2001,10.0,0,0,2.3,0.9,37,6,165,239,69.04,8,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
german conti,ar ARG,"DF,MF",Racing Club,29,1994,2.2,0,0,0.0,0.1,0,0,62,81,76.54,6,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
german pezzella,ar ARG,DF,River Plate,32,1991,8.9,0,0,0.4,0.5,10,2,449,533,84.24,8,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
geronimo heredia,ar ARG,"MF,DF",Belgrano,18,2005,7.5,1,0,1.1,0.1,12,4,190,272,69.85,26,15,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
geronimo montivero,ar ARG,DF,Godoy Cruz,18,2005,0.2,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
geronimo rivera,ar ARG,"FW,MF",Banfield,20,2003,8.8,1,2,2.8,1.5,21,6,99,177,55.93,15,5,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
gian nardelli,ar ARG,DF,Tigre,23,2000,7.9,0,0,0.0,0.5,0,0,322,418,77.03,7,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
gianluca ferrari,ar ARG,DF,Atlé Tucumán,26,1997,11.4,2,1,1.1,1.0,9,2,277,361,76.73,28,22,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
gino peruzzi,ar ARG,DF,Atlé Tucumán,31,1992,2.5,1,1,0.3,0.1,1,1,80,109,73.39,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
giovani chiaverano,ar ARG,"FW,MF",Newell's OB,18,2005,2.7,0,1,0.4,0.4,9,3,31,68,45.59,2,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
giovanni bogado,py PAR,FW,Rosario Central,22,2001,0.4,0,0,0.0,0.0,0,0,17,21,80.95,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
giuliano cerato,ar ARG,DF,Instituto,25,1998,14.8,0,1,0.5,0.9,12,3,440,755,58.28,29,18,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
gonzalo abrego,ar ARG,MF,Godoy Cruz,24,2000,14.6,3,0,1.9,0.6,27,8,414,558,74.19,34,20,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
gonzalo alvez,ar ARG,"FW,MF",Ind. Rivadavia,20,2003,2.6,0,1,0.1,1.0,3,0,61,81,75.31,8,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
gonzalo bravo,ar ARG,"MF,FW",Deportivo Riestra,33,1990,4.0,1,0,1.1,0.8,6,3,59,95,62.11,13,9,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
gonzalo goni,ar ARG,DF,Barracas Central,25,1998,17.2,0,0,0.5,0.2,8,3,463,593,78.08,28,19,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
gonzalo lujan,ar ARG,DF,San Lorenzo,22,2001,14.7,0,0,0.4,0.1,8,1,513,754,68.04,29,17,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
gonzalo marinelli,ar ARG,GK,Ind. Rivadavia,34,1989,5.0,0,0,0.0,0.0,0,0,71,121,58.68,0,0,0,0,2.0,0.4,10.0,8.0,90.0,3.0,60.0,1.0,1.0,0.0,0.0,3.4,0.25,1.4,0.28,25.0,70.0,35.7,70.0,11.0,51.4,40.5,3.0,4.1,3.0,0.6,14.8,True,34.0
gonzalo maroni,ar ARG,"MF,FW",Tigre,24,1999,19.1,3,4,3.8,2.7,47,12,661,917,72.08,28,21,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
gonzalo morales,ar ARG,"FW,DF",Unión,20,2003,6.6,3,0,2.2,0.1,14,5,53,84,63.1,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
gonzalo nicolas martinez,ar ARG,"MF,FW",River Plate,30,1993,2.6,1,4,1.4,2.1,11,5,103,150,68.67,9,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
gonzalo perez,uy URU,"MF,DF",Lanús,23,2001,14.1,0,0,0.9,0.1,4,2,555,704,78.84,36,23,15,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
gonzalo requena,ar ARG,DF,Instituto,20,2003,24.9,2,0,0.9,0.0,11,3,602,857,70.25,28,14,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
gonzalo rios,ar ARG,"MF,FW",Ind. Rivadavia,25,1999,7.3,1,0,0.8,0.1,15,5,140,175,80.0,15,12,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
gonzalo trindade,ar ARG,DF,Cen. Córdoba–SdE,19,2004,4.0,0,0,0.0,0.0,0,0,124,161,77.02,23,19,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
gregorio rodriguez,ar ARG,"FW,MF",Instituto,24,2000,13.3,4,1,2.0,2.3,29,10,184,281,65.48,15,8,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
guido carrillo,ar ARG,FW,Estudiantes–LP,32,1991,13.2,7,1,5.8,0.8,34,18,239,361,66.2,6,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
guido herrera,ar ARG,GK,Talleres,31,1992,26.0,0,0,0.0,0.0,0,0,570,803,70.98,1,1,2,0,26.0,1.0,90.0,65.0,75.6,11.0,42.3,4.0,4.0,0.0,0.0,21.9,0.22,-3.1,-0.12,177.0,396.0,44.7,622.0,72.0,50.5,41.1,29.0,7.2,18.0,0.69,11.9,True,31.0
guido mainero,ar ARG,"FW,MF",Platense,28,1995,18.7,4,1,3.1,1.7,27,12,328,563,58.26,27,16,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
guillermo acosta,ar ARG,MF,Atlé Tucumán,35,1988,23.0,0,2,0.9,2.4,22,3,708,999,70.87,27,15,24,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
guillermo balzi,ar ARG,MF,Newell's OB,22,2001,0.8,0,0,0.0,0.1,0,0,22,27,81.48,2,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
guillermo benitez,ar ARG,DF,Huracán,30,1993,14.0,0,0,0.5,1.2,7,1,330,497,66.4,31,14,23,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
guillermo burdisso,ar ARG,DF,Huracán,35,1988,3.9,0,0,0.0,0.0,1,0,126,172,73.26,2,1,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0
guillermo enrique,ar ARG,DF,Banfield,23,2000,3.4,0,0,0.0,0.2,2,0,65,121,53.72,11,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
guillermo matias fernandez,ar ARG,MF,Boca Juniors,32,1991,18.8,0,0,0.1,1.4,4,0,942,1119,84.18,58,41,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
guillermo may,uy URU,FW,Newell's OB,25,1998,1.3,0,0,0.5,0.1,7,2,16,23,69.57,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
guillermo pereira,ar ARG,MF,Deportivo Riestra,30,1994,6.4,1,0,0.7,0.8,5,5,131,209,62.68,20,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
gustavo albarracin,ar ARG,MF,Talleres,17,2006,2.5,1,1,0.2,0.1,2,1,54,72,75.0,4,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
gustavo benitez,ar ARG,DF,Deportivo Riestra,37,1986,0.8,0,0,0.0,0.0,0,0,6,9,66.67,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0
gustavo bou,ar ARG,FW,Talleres,33,1990,1.1,0,1,0.0,0.4,1,0,27,40,67.5,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
gustavo canto,ar ARG,DF,Gimnasia–LP,29,1994,4.2,0,0,0.0,0.0,0,0,132,171,77.19,18,11,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
gustavo fernandez,ar ARG,FW,Deportivo Riestra,33,1990,5.0,0,0,0.2,0.3,5,2,82,138,59.42,5,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
gustavo velasquez,py PAR,DF,Newell's OB,32,1991,23.0,0,1,1.0,0.8,18,4,757,1007,75.17,36,22,23,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
hector david martinez,py PAR,DF,River Plate,26,1998,0.1,0,0,0.0,0.0,0,0,11,15,73.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
hector fertoli,ar ARG,"MF,FW",Huracán,29,1994,10.6,4,0,2.0,1.3,12,4,332,474,70.04,20,10,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
hernan de la fuente,ar ARG,DF,Huracán,27,1997,16.3,1,0,0.6,0.3,12,2,440,611,72.01,36,19,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
hernan galindez,ec ECU,GK,Huracán,36,1987,24.0,0,0,0.0,0.0,0,0,497,803,61.89,1,1,0,0,14.0,0.58,67.0,53.0,80.6,13.0,54.2,1.0,1.0,0.0,0.0,18.6,0.27,4.6,0.19,111.0,392.0,28.3,612.0,76.0,45.8,40.4,23.0,6.4,8.0,0.33,10.2,True,36.0
ian glavinovich,ar ARG,DF,Newell's OB,22,2001,6.0,0,0,0.0,0.0,0,0,253,309,81.88,8,4,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
ian subiabre,ar ARG,MF,River Plate,17,2007,0.1,0,0,0.0,0.0,1,0,2,3,66.67,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
ignacio arce,ar ARG,GK,Deportivo Riestra,31,1992,25.0,0,1,0.0,0.1,0,0,415,868,47.81,1,0,1,0,25.0,1.0,115.0,90.0,81.7,12.0,48.0,4.0,4.0,0.0,0.0,33.3,0.26,8.3,0.33,250.0,684.0,36.5,641.0,33.0,76.8,51.5,40.0,7.0,28.0,1.12,14.4,True,31.0
ignacio chicco,ar ARG,GK,Belgrano,27,1996,7.3,0,0,0.0,0.0,0,0,181,236,76.69,0,0,0,0,8.0,1.1,25.0,17.0,68.0,2.0,28.6,0.0,0.0,0.0,0.0,7.0,0.29,-1.0,-0.14,29.0,79.0,36.7,191.0,34.0,30.4,31.5,9.0,8.0,10.0,1.37,14.9,True,27.0
ignacio fernandez,ar ARG,"MF,FW",River Plate,34,1990,7.5,1,3,1.1,0.6,13,5,408,526,77.57,17,12,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
ignacio galvan,ar ARG,DF,Racing Club,21,2002,0.1,0,0,0.0,0.0,1,0,4,7,57.14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ignacio maestro puch,ar ARG,FW,Independiente,20,2003,2.4,1,0,1.7,0.4,6,4,35,55,63.64,5,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ignacio miramon,ar ARG,MF,Boca Juniors,20,2003,8.8,0,0,0.1,1.1,3,0,323,409,78.97,26,16,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ignacio pussetto,ar ARG,FW,Huracán,28,1995,5.0,5,1,3.3,0.8,17,7,71,112,63.39,7,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
ignacio rodriguez,ar ARG,"MF,FW",Banfield,21,2002,18.9,3,1,2.9,2.0,25,6,363,548,66.24,38,20,24,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ignacio russo,ar ARG,FW,Instituto,23,2000,12.6,5,1,6.0,1.5,29,14,162,267,60.67,9,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
ignacio schor,ar ARG,"FW,MF",Platense,23,2000,5.5,1,0,0.3,0.7,8,1,85,138,61.59,5,3,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
ignacio tapia,ar ARG,MF,Belgrano,19,2004,0.7,0,0,0.2,0.0,2,2,14,17,82.35,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
ignacio vazquez,ar ARG,DF,Platense,26,1997,24.0,0,0,0.5,1.1,15,4,530,798,66.42,49,36,27,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
iker muniain,es ESP,"MF,FW",San Lorenzo,31,1992,9.9,3,1,2.6,1.1,6,1,385,447,86.13,16,11,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
iker zufiaurre,ar ARG,MF,Boca Juniors,18,2005,0.1,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
imanol segovia,ar ARG,DF,Ind. Rivadavia,22,2001,0.1,0,0,0.0,0.0,0,0,6,7,85.71,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
ivan buhajeruk,ar ARG,FW,Deportivo Riestra,23,2000,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
ivan gomez,ar ARG,"MF,FW",Platense,26,1997,7.6,0,0,0.3,0.1,8,0,161,224,71.88,17,9,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ivan leguizamon,py PAR,"FW,MF",San Lorenzo,21,2002,15.7,3,1,3.3,1.4,30,9,271,475,57.05,30,23,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ivan marcone,ar ARG,MF,Independiente,33,1990,22.5,0,1,0.9,0.9,10,2,808,1014,79.68,49,36,12,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
ivan morales bravo,cl CHI,FW,Sarmiento,24,1999,14.5,3,0,3.3,0.5,28,13,169,259,65.25,10,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
ivan pillud,ar ARG,DF,Racing Club,37,1986,0.2,0,0,0.0,0.0,0,0,3,7,42.86,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0
ivan tapia,ar ARG,"MF,FW",Barracas Central,25,1998,13.8,0,2,0.5,1.5,16,4,371,522,71.07,12,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
ivan villalba,py PAR,DF,Ind. Rivadavia,29,1995,18.6,2,2,1.2,0.8,11,3,428,640,66.88,25,16,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
jabes saralegui,ar ARG,"MF,DF",Boca Juniors,21,2003,4.4,1,0,0.9,0.3,8,3,98,140,70.0,7,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
jalil elias,sy SYR,MF,Vélez Sarsfield,27,1996,7.8,0,0,0.4,0.4,4,0,357,459,77.78,20,14,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
jaminton campaz,co COL,"FW,MF",Rosario Central,23,2000,12.2,3,1,1.8,1.3,32,8,328,488,67.21,28,19,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
javier marcelo correa,ar ARG,FW,Estudiantes–LP,31,1992,3.5,1,1,0.9,0.7,13,6,44,66,66.67,1,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
javier ruiz,ar ARG,"MF,FW",Barracas Central,19,2004,8.9,2,0,1.1,0.9,24,8,146,209,69.86,19,9,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
javier urzua,cl CHI,"MF,FW",Estudiantes–LP,24,1999,1.0,0,0,0.0,0.0,1,1,44,51,86.27,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
jeremias gallard,ar ARG,FW,Talleres,19,2004,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
jeremias james,ar ARG,DF,Deportivo Riestra,23,2001,1.8,1,0,0.1,0.0,2,1,9,19,47.37,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
jeremias lazaro,ar ARG,"MF,FW",Instituto,19,2004,2.6,1,1,0.5,1.4,7,2,59,77,76.62,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
jeremias ledesma,ar ARG,GK,River Plate,30,1993,4.0,0,0,0.0,0.0,0,0,106,128,82.81,0,0,0,0,3.0,0.75,18.0,15.0,83.3,2.0,50.0,0.0,0.0,0.0,0.0,3.5,0.2,0.5,0.13,11.0,26.0,42.3,102.0,30.0,17.6,29.1,2.0,3.8,3.0,0.75,15.6,True,30.0
jeremias lucco,ar ARG,"FW,MF",Belgrano,18,2005,3.2,1,0,0.3,0.1,4,3,73,107,68.22,9,5,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
jeremias merlo,0,"FW,MF",Gimnasia–LP,0,0,0.6,0,0,0.1,0.0,1,0,4,7,57.14,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
jeremias perez tica,ar ARG,"FW,DF",Newell's OB,20,2003,0.5,0,1,0.0,0.8,1,1,18,25,72.0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
jeronimo cacciabue,ar ARG,MF,Newell's OB,26,1998,4.2,1,0,0.4,0.1,4,4,88,117,75.21,7,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
jeronimo domina,ar ARG,"FW,MF",Unión,18,2005,5.6,4,0,1.0,0.1,21,9,87,141,61.7,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
jeronimo pourtau,ar ARG,GK,Sarmiento,24,2000,3.0,0,0,0.0,0.0,0,0,17,72,23.61,0,0,0,0,4.0,1.33,11.0,7.0,63.6,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,-1.8,-0.61,10.0,62.0,16.1,43.0,3.0,83.7,53.1,2.0,4.9,0.0,0.0,11.8,True,24.0
