name,dob,position,team,age_years,is_gk,season,league_code,player_id_fb,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
emanuel coronel,1997,DF,Rosario Central,26.0,False,2024,ARG1,,emanuel coronel,1997,emanuel coronel|1997,,,,ar ARG,,emanuel coronel|1997
emanuel dall'aglio,2005,DF,Estudiantes–LP,18.0,False,2024,ARG1,,emanuel dall'aglio,2005,emanuel dall'aglio|2005,,,,ar ARG,,emanuel dall'aglio|2005
emanuel insua,1991,DF,Banfield,32.0,False,2024,ARG1,,emanuel insua,1991,emanuel insua|1991,226006.0,300000.0,,ar ARG,100.0,emanuel insua|1991
emanuel mammana,1996,DF,Vélez Sarsfield,27.0,False,2024,ARG1,,emanuel mammana,1996,emanuel mammana|1996,275512.0,4000000.0,,ar ARG,100.0,emanuel mammana|1996
emanuel rojas,2005,MF,Banfield,18.0,False,2024,ARG1,,emanuel rojas,2005,emanuel rojas|2005,,,,ar ARG,,emanuel rojas|2005
emiliano giannunzio,1982,MF,Unión,42.0,False,2024,ARG1,,emiliano giannunzio,1982,emiliano giannunzio|1982,,,,ar ARG,,emiliano giannunzio|1982
emiliano mendez,1989,MF,Sarmiento,34.0,False,2024,ARG1,,emiliano mendez,1989,emiliano mendez|1989,,,,ar ARG,,emiliano mendez|1989
emiliano saliadarre,2002,FW,Ind. Rivadavia,21.0,False,2024,ARG1,,emiliano saliadarre,2002,emiliano saliadarre|2002,,,,ar ARG,,emiliano saliadarre|2002
emiliano viveros,2002,"MF,FW",Arg Juniors,21.0,False,2024,ARG1,,emiliano viveros,2002,emiliano viveros|2002,,,,ar ARG,,emiliano viveros|2002
enrique bologna,1982,GK,Defensa y Just,41.0,True,2024,ARG1,,enrique bologna,1982,enrique bologna|1982,,,,ar ARG,,enrique bologna|1982
enzo briones,2004,MF,Godoy Cruz,19.0,False,2024,ARG1,,enzo briones,2004,enzo briones|2004,,,,ar ARG,,enzo briones|2004
enzo copetti,1996,"FW,MF",Rosario Central,28.0,False,2024,ARG1,,enzo copetti,1996,enzo copetti|1996,,,,ar ARG,,enzo copetti|1996
enzo diaz,1995,DF,River Plate,28.0,False,2024,ARG1,,enzo diaz,1995,enzo diaz|1995,,,,ar ARG,,enzo diaz|1995
enzo martin roldan,2000,MF,Unión,23.0,False,2024,ARG1,,enzo martin roldan,2000,enzo martin roldan|2000,,,,ar ARG,,enzo martin roldan|2000
enzo martinez,1998,DF,Gimnasia–LP,25.0,False,2024,ARG1,,enzo martinez,1998,enzo martinez|1998,578737.0,800000.0,,uy URU,100.0,enzo martinez|1998
enzo perez,1986,MF,Estudiantes–LP,37.0,False,2024,ARG1,,enzo perez,1986,enzo perez|1986,56066.0,1000000.0,,ar ARG,100.0,enzo perez|1986
eric meza,1999,DF,Estudiantes–LP,24.0,False,2024,ARG1,,eric meza,1999,eric meza|1999,,,,ar ARG,,eric meza|1999
eric ramirez,1998,"FW,DF",Tigre,25.0,False,2024,ARG1,,eric ramirez,1998,eric ramirez|1998,428746.0,700000.0,,ve VEN,100.0,eric ramirez|1998
eric remedi,1995,MF,San Lorenzo,28.0,False,2024,ARG1,,eric remedi,1995,eric remedi|1995,,,,ar ARG,,eric remedi|1995
erik godoy,1993,DF,Arg Juniors,30.0,False,2024,ARG1,,erik godoy,1993,erik godoy|1993,,,,ar ARG,,erik godoy|1993
eros mancuso,1999,DF,Estudiantes–LP,24.0,False,2024,ARG1,,eros mancuso,1999,eros mancuso|1999,,,,ar ARG,,eros mancuso|1999
esequiel barco,1999,MF,River Plate,24.0,False,2024,ARG1,,esequiel barco,1999,esequiel barco|1999,456623.0,14000000.0,,ar ARG,100.0,esequiel barco|1999
esteban burgos,1992,DF,Ind. Rivadavia,32.0,False,2024,ARG1,,esteban burgos,1992,esteban burgos|1992,337922.0,700000.0,,ar ARG,100.0,esteban burgos|1992
esteban fernandez,2002,MF,Newell's OB,22.0,False,2024,ARG1,,esteban fernandez,2002,esteban fernandez|2002,,,,ar ARG,,esteban fernandez|2002
esteban lucero,2005,DF,Defensa y Just,18.0,False,2024,ARG1,,esteban lucero,2005,esteban lucero|2005,,,,ar ARG,,esteban lucero|2005
esteban rolon,1995,MF,Belgrano,28.0,False,2024,ARG1,,esteban rolon,1995,esteban rolon|1995,399887.0,300000.0,,ar ARG,100.0,esteban rolon|1995
ever banega,1988,"MF,FW",Newell's OB,35.0,False,2024,ARG1,,ever banega,1988,ever banega|1988,12249.0,1800000.0,,ar ARG,100.0,ever banega|1988
exequiel zeballos,2002,"MF,FW",Boca Juniors,21.0,False,2024,ARG1,,exequiel zeballos,2002,exequiel zeballos|2002,,,,ar ARG,,exequiel zeballos|2002
ezequiel bonifacio,1994,DF,Banfield,29.0,False,2024,ARG1,,ezequiel bonifacio,1994,ezequiel bonifacio|1994,,,,ar ARG,,ezequiel bonifacio|1994
ezequiel canete,1999,MF,Banfield,24.0,False,2024,ARG1,,ezequiel canete,1999,ezequiel canete|1999,,,,ar ARG,,ezequiel canete|1999
ezequiel cannavo,2002,DF,Defensa y Just,21.0,False,2024,ARG1,,ezequiel cannavo,2002,ezequiel cannavo|2002,,,,ar ARG,,ezequiel cannavo|2002
ezequiel centurion,1997,GK,Ind. Rivadavia,26.0,True,2024,ARG1,,ezequiel centurion,1997,ezequiel centurion|1997,,,,ar ARG,,ezequiel centurion|1997
ezequiel cerutti,1992,FW,San Lorenzo,32.0,False,2024,ARG1,,ezequiel cerutti,1992,ezequiel cerutti|1992,,,,ar ARG,,ezequiel cerutti|1992
ezequiel fernandez,2002,MF,Boca Juniors,21.0,False,2024,ARG1,,ezequiel fernandez,2002,ezequiel fernandez|2002,,,,ar ARG,,ezequiel fernandez|2002
ezequiel forclaz,2003,"MF,FW",Tigre,20.0,False,2024,ARG1,,ezequiel forclaz,2003,ezequiel forclaz|2003,,,,ar ARG,,ezequiel forclaz|2003
ezequiel ham,1994,MF,Ind. Rivadavia,29.0,False,2024,ARG1,,ezequiel ham,1994,ezequiel ham|1994,,,,sy SYR,,ezequiel ham|1994
ezequiel munoz,1990,DF,Lanús,33.0,False,2024,ARG1,,ezequiel munoz,1990,ezequiel munoz|1990,75127.0,100000.0,,ar ARG,100.0,ezequiel munoz|1990
ezequiel naya,2001,DF,Estudiantes–LP,22.0,False,2024,ARG1,,ezequiel naya,2001,ezequiel naya|2001,,,,ar ARG,,ezequiel naya|2001
fabio alvarez,1993,"MF,FW",Lanús,31.0,False,2024,ARG1,,fabio alvarez,1993,fabio alvarez|1993,,,,ar ARG,,fabio alvarez|1993
fabio pereyra,1990,DF,Huracán,34.0,False,2024,ARG1,,fabio pereyra,1990,fabio pereyra|1990,,,,ar ARG,,fabio pereyra|1990
fabricio bustos,1996,DF,River Plate,27.0,False,2024,ARG1,,fabricio bustos,1996,fabricio bustos|1996,,,,ar ARG,,fabricio bustos|1996
fabricio corbalan,2003,DF,Gimnasia–LP,20.0,False,2024,ARG1,,fabricio corbalan,2003,fabricio corbalan|2003,,,,ar ARG,,fabricio corbalan|2003
fabricio iacovich,2002,GK,Estudiantes–LP,22.0,True,2024,ARG1,,fabricio iacovich,2002,fabricio iacovich|2002,,,,ar ARG,,fabricio iacovich|2002
fabricio lopez,2002,DF,San Lorenzo,21.0,False,2024,ARG1,,fabricio lopez,2002,fabricio lopez|2002,,,,ar ARG,,fabricio lopez|2002
fabricio oviedo,2004,FW,Rosario Central,19.0,False,2024,ARG1,,fabricio oviedo,2004,fabricio oviedo|2004,,,,ar ARG,,fabricio oviedo|2004
fabricio perez,2005,"MF,FW",Estudiantes–LP,18.0,False,2024,ARG1,,fabricio perez,2005,fabricio perez|2005,,,,ar ARG,,fabricio perez|2005
fabricio tirado,2004,MF,Newell's OB,19.0,False,2024,ARG1,,fabricio tirado,2004,fabricio tirado|2004,,,,ar ARG,,fabricio tirado|2004
fabrizio sartori,2002,"FW,MF",Ind. Rivadavia,21.0,False,2024,ARG1,,fabrizio sartori,2002,fabrizio sartori|2002,,,,ar ARG,,fabrizio sartori|2002
facundo altamira,0,"MF,FW",Godoy Cruz,0.0,False,2024,ARG1,,facundo altamira,,facundo altamira|,,,,0,,facundo altamira|
facundo altamirano,1996,GK,San Lorenzo,27.0,True,2024,ARG1,,facundo altamirano,1996,facundo altamirano|1996,,,,ar ARG,,facundo altamirano|1996
facundo ardiles,1998,"DF,FW",Godoy Cruz,25.0,False,2024,ARG1,,facundo ardiles,1998,facundo ardiles|1998,,,,ar ARG,,facundo ardiles|1998
facundo baez,2004,"FW,DF",Arg Juniors,19.0,False,2024,ARG1,,facundo baez,2004,facundo baez|2004,,,,ar ARG,,facundo baez|2004
facundo bruera,1998,FW,Barracas Central,25.0,False,2024,ARG1,,facundo bruera,1998,facundo bruera|1998,,,,ar ARG,,facundo bruera|1998
facundo butti,2000,DF,Godoy Cruz,23.0,False,2024,ARG1,,facundo butti,2000,facundo butti|2000,,,,ar ARG,,facundo butti|2000
facundo cambeses,1997,GK,Racing Club,26.0,True,2024,ARG1,,facundo cambeses,1997,facundo cambeses|1997,,,,ar ARG,,facundo cambeses|1997
facundo colidio,2000,FW,River Plate,24.0,False,2024,ARG1,,facundo colidio,2000,facundo colidio|2000,491705.0,3500000.0,,ar ARG,100.0,facundo colidio|2000
facundo echevarria,2002,"FW,MF",Defensa y Just,21.0,False,2024,ARG1,,facundo echevarria,2002,facundo echevarria|2002,,,,ar ARG,,facundo echevarria|2002
facundo ferreyra,1991,FW,Tigre,32.0,False,2024,ARG1,,facundo ferreyra,1991,facundo ferreyra|1991,93795.0,250000.0,,ar ARG,100.0,facundo ferreyra|1991
facundo kruger,2000,FW,Barracas Central,23.0,False,2024,ARG1,,facundo kruger,2000,facundo kruger|2000,,,,ar ARG,,facundo kruger|2000
facundo lencioni,2001,"DF,MF",Belgrano,22.0,False,2024,ARG1,,facundo lencioni,2001,facundo lencioni|2001,,,,ar ARG,,facundo lencioni|2001
facundo mallo,1995,DF,Rosario Central,29.0,False,2024,ARG1,,facundo mallo,1995,facundo mallo|1995,,,,uy URU,,facundo mallo|1995
facundo mater,1998,"DF,MF",Barracas Central,25.0,False,2024,ARG1,,facundo mater,1998,facundo mater|1998,,,,sy SYR,,facundo mater|1998
facundo mura,1999,"DF,MF",Racing Club,24.0,False,2024,ARG1,,facundo mura,1999,facundo mura|1999,,,,ar ARG,,facundo mura|1999
facundo quignon,1993,MF,Belgrano,30.0,False,2024,ARG1,,facundo quignon,1993,facundo quignon|1993,,,,ar ARG,,facundo quignon|1993
facundo rodriguez,2000,DF,Estudiantes–LP,23.0,False,2024,ARG1,,facundo rodriguez,2000,facundo rodriguez|2000,,,,ar ARG,,facundo rodriguez|2000
facundo roncaglia,1987,DF,Sarmiento,36.0,False,2024,ARG1,,facundo roncaglia,1987,facundo roncaglia|1987,61546.0,200000.0,,ar ARG,100.0,facundo roncaglia|1987
facundo russo,2000,MF,Platense,23.0,False,2024,ARG1,,facundo russo,2000,facundo russo|2000,,,,ar ARG,,facundo russo|2000
facundo sanguinetti,2001,GK,Banfield,22.0,True,2024,ARG1,,facundo sanguinetti,2001,facundo sanguinetti|2001,,,,ar ARG,,facundo sanguinetti|2001
facundo suarez,1994,FW,Instituto,29.0,False,2024,ARG1,,facundo suarez,1994,facundo suarez|1994,,,,ar ARG,,facundo suarez|1994
favio cabral,2001,FW,Cen. Córdoba–SdE,22.0,False,2024,ARG1,,favio cabral,2001,favio cabral|2001,,,,ar ARG,,favio cabral|2001
federico aguirre,2002,FW,Barracas Central,21.0,False,2024,ARG1,,federico aguirre,2002,federico aguirre|2002,,,,ar ARG,,federico aguirre|2002
federico andueza,1997,DF,Cen. Córdoba–SdE,26.0,False,2024,ARG1,,federico andueza,1997,federico andueza|1997,,,,uy URU,,federico andueza|1997
federico fattori,1992,MF,Huracán,31.0,False,2024,ARG1,,federico fattori,1992,federico fattori|1992,,,,ar ARG,,federico fattori|1992
federico fernandez,1989,DF,Estudiantes–LP,34.0,False,2024,ARG1,,federico fernandez,1989,federico fernandez|1989,85475.0,500000.0,,ar ARG,100.0,federico fernandez|1989
federico gattoni,1999,DF,River Plate,24.0,False,2024,ARG1,,federico gattoni,1999,federico gattoni|1999,660735.0,3500000.0,,ar ARG,100.0,federico gattoni|1999
federico girotti,1999,FW,Talleres,24.0,False,2024,ARG1,,federico girotti,1999,federico girotti|1999,,,,ar ARG,,federico girotti|1999
federico mancuello,1989,"MF,FW",Independiente,34.0,False,2024,ARG1,,federico mancuello,1989,federico mancuello|1989,,,,ar ARG,,federico mancuello|1989
federico medina,2004,FW,Banfield,19.0,False,2024,ARG1,,federico medina,2004,federico medina|2004,,,,ar ARG,,federico medina|2004
federico milo,1992,DF,Ind. Rivadavia,32.0,False,2024,ARG1,,federico milo,1992,federico milo|1992,283395.0,150000.0,,ar ARG,100.0,federico milo|1992
federico paradela,1999,MF,Sarmiento,24.0,False,2024,ARG1,,federico paradela,1999,federico paradela|1999,,,,ar ARG,,federico paradela|1999
federico rasmussen,1992,DF,Godoy Cruz,31.0,False,2024,ARG1,,federico rasmussen,1992,federico rasmussen|1992,,,,ar ARG,,federico rasmussen|1992
federico vera,1998,DF,Independiente,25.0,False,2024,ARG1,,federico vera,1998,federico vera|1998,,,,ar ARG,,federico vera|1998
felipe aguilar,1993,DF,Independiente,31.0,False,2024,ARG1,,felipe aguilar,1993,felipe aguilar|1993,,,,co COL,,felipe aguilar|1993
felipe loyola,2000,"MF,DF",Independiente,23.0,False,2024,ARG1,,felipe loyola,2000,felipe loyola|2000,,,,cl CHI,,felipe loyola|2000
felipe pena,2001,MF,Lanús,22.0,False,2024,ARG1,,felipe pena,2001,felipe pena|2001,,,,ar ARG,,felipe pena|2001
felipe sanchez,2004,"DF,FW",Gimnasia–LP,19.0,False,2024,ARG1,,felipe sanchez,2004,felipe sanchez|2004,,,,ar ARG,,felipe sanchez|2004
felipe zenobio,2000,GK,Tigre,23.0,True,2024,ARG1,,felipe zenobio,2000,felipe zenobio|2000,,,,ar ARG,,felipe zenobio|2000
fernando alarcon,1994,DF,Instituto,29.0,False,2024,ARG1,,fernando alarcon,1994,fernando alarcon|1994,,,,ar ARG,,fernando alarcon|1994
fernando benitez,2000,"FW,MF",Cen. Córdoba–SdE,23.0,False,2024,ARG1,,fernando benitez,2000,fernando benitez|2000,,,,ar ARG,,fernando benitez|2000
fernando david cardozo,2001,"FW,MF",Newell's OB,22.0,False,2024,ARG1,,fernando david cardozo,2001,fernando david cardozo|2001,491598.0,3500000.0,,py PAR,95.0,fernando david cardozo|2001
fernando godoy,1990,MF,Sarmiento,33.0,False,2024,ARG1,,fernando godoy,1990,fernando godoy|1990,130452.0,75000.0,,ar ARG,100.0,fernando godoy|1990
fernando juarez,1998,MF,Platense,25.0,False,2024,ARG1,,fernando juarez,1998,fernando juarez|1998,,,,ar ARG,,fernando juarez|1998
fernando martinez,2000,"DF,FW",Cen. Córdoba–SdE,23.0,False,2024,ARG1,,fernando martinez,2000,fernando martinez|2000,81997.0,700000.0,,ar ARG,100.0,fernando martinez|2000
fernando meza,1990,DF,Arg Juniors,33.0,False,2024,ARG1,,fernando meza,1990,fernando meza|1990,,,,ar ARG,,fernando meza|1990
fernando romero,2000,FW,Ind. Rivadavia,23.0,False,2024,ARG1,,fernando romero,2000,fernando romero|2000,,,,py PAR,,fernando romero|2000
fernando tobio,1989,DF,Huracán,34.0,False,2024,ARG1,,fernando tobio,1989,fernando tobio|1989,,,,ar ARG,,fernando tobio|1989
fernando zuqui,1991,MF,Estudiantes–LP,32.0,False,2024,ARG1,,fernando zuqui,1991,fernando zuqui|1991,248763.0,1800000.0,,ar ARG,100.0,fernando zuqui|1991
flabian londono,2000,FW,Tigre,23.0,False,2024,ARG1,,flabian londono,2000,flabian londono|2000,,,,co COL,,flabian londono|2000
florian monzon,2001,"FW,MF",Tigre,23.0,False,2024,ARG1,,florian monzon,2001,florian monzon|2001,,,,ar ARG,,florian monzon|2001
francesco lo celso,2000,"FW,MF",Rosario Central,23.0,False,2024,ARG1,,francesco lo celso,2000,francesco lo celso|2000,,,,ar ARG,,francesco lo celso|2000
francis mac allister,1995,MF,Arg Juniors,28.0,False,2024,ARG1,,francis mac allister,1995,francis mac allister|1995,,,,ar ARG,,francis mac allister|1995
francisco alvarez,2000,DF,Arg Juniors,23.0,False,2024,ARG1,,francisco alvarez,2000,francisco alvarez|2000,,,,ar ARG,,francisco alvarez|2000
francisco bonfiglio,2002,"FW,MF",Atlé Tucumán,22.0,False,2024,ARG1,,francisco bonfiglio,2002,francisco bonfiglio|2002,297064.0,125000.0,,es ESP,94.73684210526316,francisco bonfiglio|2002
francisco facello,2003,DF,Belgrano,21.0,False,2024,ARG1,,francisco facello,2003,francisco facello|2003,,,,ar ARG,,francisco facello|2003
francisco flores,2002,DF,Atlé Tucumán,22.0,False,2024,ARG1,,francisco flores,2002,francisco flores|2002,,,,ar ARG,,francisco flores|2002
francisco fydriszewski,1993,FW,San Lorenzo,30.0,False,2024,ARG1,,francisco fydriszewski,1993,francisco fydriszewski|1993,,,,ar ARG,,francisco fydriszewski|1993
francisco gerometta,1999,DF,Unión,24.0,False,2024,ARG1,,francisco gerometta,1999,francisco gerometta|1999,,,,ar ARG,,francisco gerometta|1999
francisco gonzalez,1997,MF,Belgrano,26.0,False,2024,ARG1,,francisco gonzalez,1997,francisco gonzalez|1997,,,,ar ARG,,francisco gonzalez|1997
francisco marco,2003,DF,Defensa y Just,20.0,False,2024,ARG1,,francisco marco,2003,francisco marco|2003,,,,ar ARG,,francisco marco|2003
francisco montoro,2004,FW,Vélez Sarsfield,19.0,False,2024,ARG1,,francisco montoro,2004,francisco montoro|2004,,,,ar ARG,,francisco montoro|2004
francisco perruzzi,2001,"MF,FW",San Lorenzo,22.0,False,2024,ARG1,,francisco perruzzi,2001,francisco perruzzi|2001,,,,ar ARG,,francisco perruzzi|2001
francisco petrasso,2002,DF,Ind. Rivadavia,21.0,False,2024,ARG1,,francisco petrasso,2002,francisco petrasso|2002,985683.0,1500000.0,,ar ARG,100.0,francisco petrasso|2002
francisco pizzini,1993,FW,Vélez Sarsfield,30.0,False,2024,ARG1,,francisco pizzini,1993,francisco pizzini|1993,,,,ar ARG,,francisco pizzini|1993
franco alfonso,2002,"FW,MF",Huracán,21.0,False,2024,ARG1,,franco alfonso,2002,franco alfonso|2002,,,,ar ARG,,franco alfonso|2002
franco aragon,1994,MF,Cen. Córdoba–SdE,29.0,False,2024,ARG1,,franco aragon,1994,franco aragon|1994,,,,ar ARG,,franco aragon|1994
franco armani,1986,GK,River Plate,37.0,True,2024,ARG1,,franco armani,1986,franco armani|1986,,,,ar ARG,,franco armani|1986
franco baldassarra,1998,"MF,FW",Platense,25.0,False,2024,ARG1,,franco baldassarra,1998,franco baldassarra|1998,655678.0,450000.0,,ar ARG,100.0,franco baldassarra|1998
franco diaz,2000,MF,Newell's OB,23.0,False,2024,ARG1,,franco diaz,2000,franco diaz|2000,,,,ar ARG,,franco diaz|2000
franco ibarra,2001,MF,Rosario Central,22.0,False,2024,ARG1,,franco ibarra,2001,franco ibarra|2001,,,,ar ARG,,franco ibarra|2001
franco jara,1988,FW,Belgrano,35.0,False,2024,ARG1,,franco jara,1988,franco jara|1988,75035.0,400000.0,,ar ARG,100.0,franco jara|1988
franco mastantuono,2007,"MF,FW",River Plate,16.0,False,2024,ARG1,,franco mastantuono,2007,franco mastantuono|2007,,,,ar ARG,,franco mastantuono|2007
franco minerva,2006,"MF,FW",Platense,17.0,False,2024,ARG1,,franco minerva,2006,franco minerva|2006,,,,ar ARG,,franco minerva|2006
franco moyano,1997,MF,Talleres,26.0,False,2024,ARG1,,franco moyano,1997,franco moyano|1997,,,,ar ARG,,franco moyano|1997
franco nicola,2002,"MF,FW",Atlé Tucumán,21.0,False,2024,ARG1,,franco nicola,2002,franco nicola|2002,,,,uy URU,,franco nicola|2002
franco pardo,1997,DF,Unión,26.0,False,2024,ARG1,,franco pardo,1997,franco pardo|1997,,,,ar ARG,,franco pardo|1997
franco paredes,1999,DF,Sarmiento,24.0,False,2024,ARG1,,franco paredes,1999,franco paredes|1999,,,,ar ARG,,franco paredes|1999
franco petroli,1998,GK,Godoy Cruz,25.0,True,2024,ARG1,,franco petroli,1998,franco petroli|1998,,,,ar ARG,,franco petroli|1998
franco rami,2003,MF,Belgrano,20.0,False,2024,ARG1,,franco rami,2003,franco rami|2003,,,,ar ARG,,franco rami|2003
franco romero,2000,MF,Ind. Rivadavia,23.0,False,2024,ARG1,,franco romero,2000,franco romero|2000,325454.0,300000.0,,ar ARG,100.0,franco romero|2000
franco troyansky,1997,"FW,MF",Gimnasia–LP,26.0,False,2024,ARG1,,franco troyansky,1997,franco troyansky|1997,,,,ar ARG,,franco troyansky|1997
franco watson,2000,"MF,FW",Huracán,24.0,False,2024,ARG1,,franco watson,2000,franco watson|2000,,,,ar ARG,,franco watson|2000
franco zapiola,2001,MF,Platense,22.0,False,2024,ARG1,,franco zapiola,2001,franco zapiola|2001,,,,ar ARG,,franco zapiola|2001
frank fabra,1991,"DF,MF",Boca Juniors,32.0,False,2024,ARG1,,frank fabra,1991,frank fabra|1991,,,,co COL,,frank fabra|1991
gabriel alanis,1994,"FW,MF",Defensa y Just,29.0,False,2024,ARG1,,gabriel alanis,1994,gabriel alanis|1994,,,,ar ARG,,gabriel alanis|1994
gabriel aranda,2001,DF,Banfield,22.0,False,2024,ARG1,,gabriel aranda,2001,gabriel aranda|2001,,,,ar ARG,,gabriel aranda|2001
gabriel arias,1987,GK,Racing Club,36.0,True,2024,ARG1,,gabriel arias,1987,gabriel arias|1987,,,,cl CHI,,gabriel arias|1987
gabriel avalos,1990,FW,Independiente,33.0,False,2024,ARG1,,gabriel avalos,1990,gabriel avalos|1990,,,,py PAR,,gabriel avalos|1990
gabriel carabajal,1991,"MF,FW",Newell's OB,32.0,False,2024,ARG1,,gabriel carabajal,1991,gabriel carabajal|1991,,,,ar ARG,,gabriel carabajal|1991
gabriel compagnucci,1991,"DF,MF",Belgrano,32.0,False,2024,ARG1,,gabriel compagnucci,1991,gabriel compagnucci|1991,,,,ar ARG,,gabriel compagnucci|1991
gabriel diaz,2000,DF,Sarmiento,23.0,False,2024,ARG1,,gabriel diaz,2000,gabriel diaz|2000,,,,ar ARG,,gabriel diaz|2000
gabriel gudino,1992,"MF,FW",Sarmiento,31.0,False,2024,ARG1,,gabriel gudino,1992,gabriel gudino|1992,,,,ar ARG,,gabriel gudino|1992
gabriel hachen,1990,"MF,FW",Platense,33.0,False,2024,ARG1,,gabriel hachen,1990,gabriel hachen|1990,54845.0,200000.0,,ar ARG,92.85714285714286,gabriel hachen|1990
gabriel hauche,1986,"MF,FW",Sarmiento,37.0,False,2024,ARG1,,gabriel hauche,1986,gabriel hauche|1986,54845.0,200000.0,,ar ARG,100.0,gabriel hauche|1986
gabriel neves,1997,"MF,FW",Independiente,26.0,False,2024,ARG1,,gabriel neves,1997,gabriel neves|1997,,,,uy URU,,gabriel neves|1997
gabriel rojas,1997,"DF,MF",Racing Club,26.0,False,2024,ARG1,,gabriel rojas,1997,gabriel rojas|1997,,,,ar ARG,,gabriel rojas|1997
galvan vittar,2004,FW,Cen. Córdoba–SdE,19.0,False,2024,ARG1,,galvan vittar,2004,galvan vittar|2004,,,,ar ARG,,galvan vittar|2004
gary medel,1987,"DF,MF",Boca Juniors,36.0,False,2024,ARG1,,gary medel,1987,gary medel|1987,60889.0,800000.0,,cl CHI,100.0,gary medel|1987
gaspar duarte,2003,"FW,MF",Rosario Central,21.0,False,2024,ARG1,,gaspar duarte,2003,gaspar duarte|2003,129224.0,50000.0,,ar ARG,95.0,gaspar duarte|2003
gaston benavidez,1995,DF,Talleres,28.0,False,2024,ARG1,,gaston benavidez,1995,gaston benavidez|1995,,,,ar ARG,,gaston benavidez|1995
gaston benedetti,2001,DF,Estudiantes–LP,22.0,False,2024,ARG1,,gaston benedetti,2001,gaston benedetti|2001,,,,ar ARG,,gaston benedetti|2001
gaston campi,1991,DF,San Lorenzo,32.0,False,2024,ARG1,,gaston campi,1991,gaston campi|1991,292174.0,300000.0,,ar ARG,100.0,gaston campi|1991
gaston emanuel moreyra,1999,MF,Godoy Cruz,24.0,False,2024,ARG1,,gaston emanuel moreyra,1999,gaston emanuel moreyra|1999,,,,ar ARG,,gaston emanuel moreyra|1999
gaston gil romero,1993,MF,Ind. Rivadavia,30.0,False,2024,ARG1,,gaston gil romero,1993,gaston gil romero|1993,,,,ar ARG,,gaston gil romero|1993
gaston gomez,1996,GK,San Lorenzo,27.0,True,2024,ARG1,,gaston gomez,1996,gaston gomez|1996,,,,ar ARG,,gaston gomez|1996
gaston lodico,1998,MF,Instituto,25.0,False,2024,ARG1,,gaston lodico,1998,gaston lodico|1998,,,,ar ARG,,gaston lodico|1998
gaston martirena,2000,"DF,MF",Racing Club,24.0,False,2024,ARG1,,gaston martirena,2000,gaston martirena|2000,,,,uy URU,,gaston martirena|2000
gaston sauro,1990,DF,Sarmiento,33.0,False,2024,ARG1,,gaston sauro,1990,gaston sauro|1990,,,,ar ARG,,gaston sauro|1990
gaston suso,1991,DF,Platense,32.0,False,2024,ARG1,,gaston suso,1991,gaston suso|1991,,,,ar ARG,,gaston suso|1991
gaston veron,2001,"FW,MF",Arg Juniors,22.0,False,2024,ARG1,,gaston veron,2001,gaston veron|2001,,,,ar ARG,,gaston veron|2001
german conti,1994,"DF,MF",Racing Club,29.0,False,2024,ARG1,,german conti,1994,german conti|1994,284321.0,800000.0,,ar ARG,100.0,german conti|1994
german pezzella,1991,DF,River Plate,32.0,False,2024,ARG1,,german pezzella,1991,german pezzella|1991,113133.0,3000000.0,,ar ARG,100.0,german pezzella|1991
geronimo heredia,2005,"MF,DF",Belgrano,18.0,False,2024,ARG1,,geronimo heredia,2005,geronimo heredia|2005,,,,ar ARG,,geronimo heredia|2005
geronimo montivero,2005,DF,Godoy Cruz,18.0,False,2024,ARG1,,geronimo montivero,2005,geronimo montivero|2005,,,,ar ARG,,geronimo montivero|2005
geronimo rivera,2003,"FW,MF",Banfield,20.0,False,2024,ARG1,,geronimo rivera,2003,geronimo rivera|2003,,,,ar ARG,,geronimo rivera|2003
gian nardelli,2000,DF,Tigre,23.0,False,2024,ARG1,,gian nardelli,2000,gian nardelli|2000,,,,ar ARG,,gian nardelli|2000
gianluca ferrari,1997,DF,Atlé Tucumán,26.0,False,2024,ARG1,,gianluca ferrari,1997,gianluca ferrari|1997,,,,ar ARG,,gianluca ferrari|1997
gino peruzzi,1992,DF,Atlé Tucumán,31.0,False,2024,ARG1,,gino peruzzi,1992,gino peruzzi|1992,138110.0,650000.0,,ar ARG,100.0,gino peruzzi|1992
giovani chiaverano,2005,"FW,MF",Newell's OB,18.0,False,2024,ARG1,,giovani chiaverano,2005,giovani chiaverano|2005,,,,ar ARG,,giovani chiaverano|2005
giovanni bogado,2001,FW,Rosario Central,22.0,False,2024,ARG1,,giovanni bogado,2001,giovanni bogado|2001,,,,py PAR,,giovanni bogado|2001
giuliano cerato,1998,DF,Instituto,25.0,False,2024,ARG1,,giuliano cerato,1998,giuliano cerato|1998,,,,ar ARG,,giuliano cerato|1998
gonzalo abrego,2000,MF,Godoy Cruz,24.0,False,2024,ARG1,,gonzalo abrego,2000,gonzalo abrego|2000,,,,ar ARG,,gonzalo abrego|2000
gonzalo alvez,2003,"FW,MF",Ind. Rivadavia,20.0,False,2024,ARG1,,gonzalo alvez,2003,gonzalo alvez|2003,,,,ar ARG,,gonzalo alvez|2003
gonzalo bravo,1990,"MF,FW",Deportivo Riestra,33.0,False,2024,ARG1,,gonzalo bravo,1990,gonzalo bravo|1990,,,,ar ARG,,gonzalo bravo|1990
