name,dob,position,team,age_years,is_gk,season,league_code,player_id_fb,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
maximiliano romero,1999,FW,Arg Juniors,25.0,False,2024,ARG1,,maximiliano romero,1999,maximiliano romero|1999,365758.0,2700000.0,,ar ARG,100.0,maximiliano romero|1999
maximiliano salas,1997,"FW,MF",Racing Club,26.0,False,2024,ARG1,,maximiliano salas,1997,maximiliano salas|1997,,,,ar ARG,,maximiliano salas|1997
maximiliano urruti,1991,FW,Platense,32.0,False,2024,ARG1,,maximiliano urruti,1991,maximiliano urruti|1991,,,,ar ARG,,maximiliano urruti|1991
maximiliano zalazar,2001,"FW,MF",Barracas Central,22.0,False,2024,ARG1,,maximiliano zalazar,2001,maximiliano zalazar|2001,,,,ar ARG,,maximiliano zalazar|2001
maximo oses,2005,"FW,MF",Belgrano,18.0,False,2024,ARG1,,maximo oses,2005,maximo oses|2005,,,,ar ARG,,maximo oses|2005
michael santos,1993,"FW,MF",Vélez Sarsfield,30.0,False,2024,ARG1,,michael santos,1993,michael santos|1993,178107.0,2700000.0,,uy URU,100.0,michael santos|1993
miguel angel torren,1988,DF,Unión,35.0,False,2024,ARG1,,miguel angel torren,1988,miguel angel torren|1988,,,,ar ARG,,miguel angel torren|1988
miguel barbieri,1993,DF,Rosario Central,30.0,False,2024,ARG1,,miguel barbieri,1993,miguel barbieri|1993,,,,ar ARG,,miguel barbieri|1993
miguel borja,1993,FW,River Plate,31.0,False,2024,ARG1,,miguel borja,1993,miguel borja|1993,211397.0,3800000.0,,co COL,100.0,miguel borja|1993
miguel brizuela,1997,DF,Instituto,27.0,False,2024,ARG1,,miguel brizuela,1997,miguel brizuela|1997,,,,ar ARG,,miguel brizuela|1997
miguel merentiel,1996,FW,Boca Juniors,27.0,False,2024,ARG1,,miguel merentiel,1996,miguel merentiel|1996,,,,uy URU,,miguel merentiel|1996
miguel navarro,1999,DF,Talleres,24.0,False,2024,ARG1,,miguel navarro,1999,miguel navarro|1999,,,,ve VEN,,miguel navarro|1999
milton casco,1988,DF,River Plate,35.0,False,2024,ARG1,,milton casco,1988,milton casco|1988,,,,ar ARG,,milton casco|1988
milton celiz,1992,MF,Deportivo Riestra,31.0,False,2024,ARG1,,milton celiz,1992,milton celiz|1992,,,,ar ARG,,milton celiz|1992
milton delgado,2005,MF,Boca Juniors,18.0,False,2024,ARG1,,milton delgado,2005,milton delgado|2005,,,,ar ARG,,milton delgado|2005
milton gimenez,1996,FW,Banfield,27.0,False,2024,ARG1,,milton gimenez,1996,milton gimenez|1996,,,,ar ARG,,milton gimenez|1996
misael jaime,2004,"FW,MF",Newell's OB,20.0,False,2024,ARG1,,misael jaime,2004,misael jaime|2004,,,,ar ARG,,misael jaime|2004
moises brandan,2000,DF,Atlé Tucumán,23.0,False,2024,ARG1,,moises brandan,2000,moises brandan|2000,,,,ar ARG,,moises brandan|2000
nahuel banegas,1996,DF,Tigre,27.0,False,2024,ARG1,,nahuel banegas,1996,nahuel banegas|1996,,,,ar ARG,,nahuel banegas|1996
nahuel barrios,1998,"MF,FW",San Lorenzo,25.0,False,2024,ARG1,,nahuel barrios,1998,nahuel barrios|1998,,,,ar ARG,,nahuel barrios|1998
nahuel bustos,1998,MF,San Lorenzo,25.0,False,2024,ARG1,,nahuel bustos,1998,nahuel bustos|1998,,,,ar ARG,,nahuel bustos|1998
nahuel gallardo,1998,DF,Ind. Rivadavia,25.0,False,2024,ARG1,,nahuel gallardo,1998,nahuel gallardo|1998,,,,ar ARG,,nahuel gallardo|1998
nahuel genez,2003,DF,Tigre,20.0,False,2024,ARG1,,nahuel genez,2003,nahuel genez|2003,,,,ar ARG,,nahuel genez|2003
nahuel losada,1993,GK,Lanús,30.0,True,2024,ARG1,,nahuel losada,1993,nahuel losada|1993,,,,ar ARG,,nahuel losada|1993
nahuel manganelli,2001,GK,Deportivo Riestra,22.0,True,2024,ARG1,,nahuel manganelli,2001,nahuel manganelli|2001,,,,ar ARG,,nahuel manganelli|2001
nazareno colombo,1999,DF,Racing Club,24.0,False,2024,ARG1,,nazareno colombo,1999,nazareno colombo|1999,,,,ar ARG,,nazareno colombo|1999
nehuen benedetti,2005,MF,Estudiantes–LP,18.0,False,2024,ARG1,,nehuen benedetti,2005,nehuen benedetti|2005,,,,ar ARG,,nehuen benedetti|2005
nehuen paz,1993,DF,Tigre,30.0,False,2024,ARG1,,nehuen paz,1993,nehuen paz|1993,284724.0,200000.0,,ar ARG,100.0,nehuen paz|1993
nelson insfran,1995,GK,Gimnasia–LP,28.0,True,2024,ARG1,,nelson insfran,1995,nelson insfran|1995,,,,ar ARG,,nelson insfran|1995
nery dominguez,1990,"DF,MF",Lanús,33.0,False,2024,ARG1,,nery dominguez,1990,nery dominguez|1990,,,,ar ARG,,nery dominguez|1990
nestor breitenbruch,1995,DF,Atlé Tucumán,28.0,False,2024,ARG1,,nestor breitenbruch,1995,nestor breitenbruch|1995,,,,ar ARG,,nestor breitenbruch|1995
nicolas benegas,1996,FW,Deportivo Riestra,27.0,False,2024,ARG1,,nicolas benegas,1996,nicolas benegas|1996,,,,ar ARG,,nicolas benegas|1996
nicolas blandi,1990,FW,Defensa y Just,34.0,False,2024,ARG1,,nicolas blandi,1990,nicolas blandi|1990,153022.0,250000.0,,ar ARG,100.0,nicolas blandi|1990
nicolas capraro,1998,DF,Barracas Central,25.0,False,2024,ARG1,,nicolas capraro,1998,nicolas capraro|1998,,,,ar ARG,,nicolas capraro|1998
nicolas caro,1995,DF,Deportivo Riestra,28.0,False,2024,ARG1,,nicolas caro,1995,nicolas caro|1995,565899.0,3000000.0,,ar ARG,92.3076923076923,nicolas caro|1995
nicolas castro,1990,MF,Atlé Tucumán,33.0,False,2024,ARG1,,nicolas castro,1990,nicolas castro|1990,565899.0,3000000.0,,ar ARG,100.0,nicolas castro|1990
nicolas colazo,1990,"DF,MF",Gimnasia–LP,33.0,False,2024,ARG1,,nicolas colazo,1990,nicolas colazo|1990,116277.0,200000.0,,ar ARG,100.0,nicolas colazo|1990
nicolas cordero,1999,"FW,MF",Arg Juniors,24.0,False,2024,ARG1,,nicolas cordero,1999,nicolas cordero|1999,,,,ar ARG,,nicolas cordero|1999
nicolas demartini,1999,DF,Barracas Central,24.0,False,2024,ARG1,,nicolas demartini,1999,nicolas demartini|1999,,,,ar ARG,,nicolas demartini|1999
nicolas dematei,1987,DF,Deportivo Riestra,36.0,False,2024,ARG1,,nicolas dematei,1987,nicolas dematei|1987,,,,ar ARG,,nicolas dematei|1987
nicolas dubersarsky,2004,MF,Instituto,19.0,False,2024,ARG1,,nicolas dubersarsky,2004,nicolas dubersarsky|2004,,,,ar ARG,,nicolas dubersarsky|2004
nicolas fernandez,1996,"FW,MF",Belgrano,27.0,False,2024,ARG1,,nicolas fernandez,1996,nicolas fernandez|1996,739315.0,2000000.0,,ar ARG,95.0,nicolas fernandez|1996
nicolas fonseca,1998,MF,River Plate,25.0,False,2024,ARG1,,nicolas fonseca,1998,nicolas fonseca|1998,,,,uy URU,,nicolas fonseca|1998
nicolas gaitan,1988,"MF,FW",Sarmiento,35.0,False,2024,ARG1,,nicolas gaitan,1988,nicolas gaitan|1988,,,,ar ARG,,nicolas gaitan|1988
nicolas garayalde,1999,MF,Gimnasia–LP,24.0,False,2024,ARG1,,nicolas garayalde,1999,nicolas garayalde|1999,,,,ar ARG,,nicolas garayalde|1999
nicolas hernandez,1998,DF,Banfield,26.0,False,2024,ARG1,,nicolas hernandez,1998,nicolas hernandez|1998,,,,co COL,,nicolas hernandez|1998
nicolas meriano,2000,DF,Belgrano,23.0,False,2024,ARG1,,nicolas meriano,2000,nicolas meriano|2000,,,,ar ARG,,nicolas meriano|2000
nicolas morgantini,1994,DF,Lanús,29.0,False,2024,ARG1,,nicolas morgantini,1994,nicolas morgantini|1994,,,,ar ARG,,nicolas morgantini|1994
nicolas oroz,1994,"MF,FW",Arg Juniors,29.0,False,2024,ARG1,,nicolas oroz,1994,nicolas oroz|1994,332250.0,750000.0,,ar ARG,100.0,nicolas oroz|1994
nicolas orsini,1994,FW,Unión,29.0,False,2024,ARG1,,nicolas orsini,1994,nicolas orsini|1994,,,,ar ARG,,nicolas orsini|1994
nicolas palavecino,2003,"FW,MF",Defensa y Just,20.0,False,2024,ARG1,,nicolas palavecino,2003,nicolas palavecino|2003,,,,ar ARG,,nicolas palavecino|2003
nicolas paz,2002,DF,Unión,21.0,False,2024,ARG1,,nicolas paz,2002,nicolas paz|2002,,,,ar ARG,,nicolas paz|2002
nicolas quagliata,1999,"FW,MF",Cen. Córdoba–SdE,24.0,False,2024,ARG1,,nicolas quagliata,1999,nicolas quagliata|1999,733083.0,1500000.0,,uy URU,100.0,nicolas quagliata|1999
nicolas romero,2003,DF,Atlé Tucumán,20.0,False,2024,ARG1,,nicolas romero,2003,nicolas romero|2003,,,,ar ARG,,nicolas romero|2003
nicolas sanchez,2004,FW,Gimnasia–LP,19.0,False,2024,ARG1,,nicolas sanchez,2004,nicolas sanchez|2004,,,,ar ARG,,nicolas sanchez|2004
nicolas sansotre,1993,DF,Deportivo Riestra,30.0,False,2024,ARG1,,nicolas sansotre,1993,nicolas sansotre|1993,,,,ar ARG,,nicolas sansotre|1993
nicolas servetto,1996,"FW,DF",Atlé Tucumán,27.0,False,2024,ARG1,,nicolas servetto,1996,nicolas servetto|1996,,,,ar ARG,,nicolas servetto|1996
nicolas sumavil,1999,GK,Platense,24.0,True,2024,ARG1,,nicolas sumavil,1999,nicolas sumavil|1999,,,,ar ARG,,nicolas sumavil|1999
nicolas tolosa,2001,DF,Barracas Central,22.0,False,2024,ARG1,,nicolas tolosa,2001,nicolas tolosa|2001,,,,ar ARG,,nicolas tolosa|2001
nicolas tripichio,1996,"DF,MF",San Lorenzo,28.0,False,2024,ARG1,,nicolas tripichio,1996,nicolas tripichio|1996,,,,ar ARG,,nicolas tripichio|1996
nicolas vallejo,2004,"MF,FW",Independiente,20.0,False,2024,ARG1,,nicolas vallejo,2004,nicolas vallejo|2004,,,,ar ARG,,nicolas vallejo|2004
norberto briasco,1996,"MF,FW",Boca Juniors,27.0,False,2024,ARG1,,norberto briasco,1996,norberto briasco|1996,,,,am ARM,,norberto briasco|1996
octavio ontivero,2006,DF,Lanús,18.0,False,2024,ARG1,,octavio ontivero,2006,octavio ontivero|2006,,,,ar ARG,,octavio ontivero|2006
orlando gill,2000,GK,San Lorenzo,23.0,True,2024,ARG1,,orlando gill,2000,orlando gill|2000,,,,py PAR,,orlando gill|2000
oscar arias,2005,DF,San Lorenzo,19.0,False,2024,ARG1,,oscar arias,2005,oscar arias|2005,,,,ar ARG,,oscar arias|2005
oscar garrido,1997,"DF,MF",Cen. Córdoba–SdE,26.0,False,2024,ARG1,,oscar garrido,1997,oscar garrido|1997,,,,ar ARG,,oscar garrido|1997
oscar salomon,1999,"DF,FW",Platense,24.0,False,2024,ARG1,,oscar salomon,1999,oscar salomon|1999,,,,ar ARG,,oscar salomon|1999
pablo altamirano,2005,MF,Newell's OB,19.0,False,2024,ARG1,,pablo altamirano,2005,pablo altamirano|2005,,,,ar ARG,,pablo altamirano|2005
pablo chavarria,1988,FW,Belgrano,36.0,False,2024,ARG1,,pablo chavarria,1988,pablo chavarria|1988,118732.0,300000.0,,ar ARG,100.0,pablo chavarria|1988
pablo de blasis,1988,"MF,FW",Gimnasia–LP,35.0,False,2024,ARG1,,pablo de blasis,1988,pablo de blasis|1988,75446.0,350000.0,,ar ARG,100.0,pablo de blasis|1988
pablo monje,1997,MF,Deportivo Riestra,26.0,False,2024,ARG1,,pablo monje,1997,pablo monje|1997,,,,ar ARG,,pablo monje|1997
pablo piatti,1989,"FW,MF",Estudiantes–LP,34.0,False,2024,ARG1,,pablo piatti,1989,pablo piatti|1989,56067.0,400000.0,,ar ARG,100.0,pablo piatti|1989
pablo siles,1997,MF,Huracán,26.0,False,2024,ARG1,,pablo siles,1997,pablo siles|1997,,,,uy URU,,pablo siles|1997
pablo solari,2001,FW,River Plate,22.0,False,2024,ARG1,,pablo solari,2001,pablo solari|2001,756991.0,8000000.0,,ar ARG,100.0,pablo solari|2001
patricio pernicone,2001,DF,Vélez Sarsfield,22.0,False,2024,ARG1,,patricio pernicone,2001,patricio pernicone|2001,,,,ar ARG,,patricio pernicone|2001
patricio tanda,2002,"MF,DF",Unión,21.0,False,2024,ARG1,,patricio tanda,2002,patricio tanda|2002,837974.0,150000.0,,ar ARG,100.0,patricio tanda|2002
paulo diaz,1994,DF,River Plate,29.0,False,2024,ARG1,,paulo diaz,1994,paulo diaz|1994,,,,cl CHI,,paulo diaz|1994
pedro ramirez,2000,"DF,MF",Deportivo Riestra,23.0,False,2024,ARG1,,pedro ramirez,2000,pedro ramirez|2000,,,,ar ARG,,pedro ramirez|2000
pedro velurtas,2001,DF,Barracas Central,22.0,False,2024,ARG1,,pedro velurtas,2001,pedro velurtas|2001,,,,ar ARG,,pedro velurtas|2001
pier barrios,1990,DF,Godoy Cruz,33.0,False,2024,ARG1,,pier barrios,1990,pier barrios|1990,,,,ar ARG,,pier barrios|1990
rafael barrios,1993,"DF,MF",Cen. Córdoba–SdE,30.0,False,2024,ARG1,,rafael barrios,1993,rafael barrios|1993,,,,ar ARG,,rafael barrios|1993
rafael ferrario,2000,GK,Barracas Central,23.0,True,2024,ARG1,,rafael ferrario,2000,rafael ferrario|2000,,,,ar ARG,,rafael ferrario|2000
rafael marcelo delgado,1990,DF,Belgrano,34.0,False,2024,ARG1,,rafael marcelo delgado,1990,rafael marcelo delgado|1990,,,,ar ARG,,rafael marcelo delgado|1990
rafael profini,2003,"DF,FW",Unión,20.0,False,2024,ARG1,,rafael profini,2003,rafael profini|2003,,,,ar ARG,,rafael profini|2003
ramiro carrera,1993,"FW,MF",Lanús,30.0,False,2024,ARG1,,ramiro carrera,1993,ramiro carrera|1993,,,,ar ARG,,ramiro carrera|1993
ramiro degregorio,2003,MF,Racing Club,20.0,False,2024,ARG1,,ramiro degregorio,2003,ramiro degregorio|2003,,,,ar ARG,,ramiro degregorio|2003
ramiro di luciano,2004,DF,Banfield,20.0,False,2024,ARG1,,ramiro di luciano,2004,ramiro di luciano|2004,,,,ar ARG,,ramiro di luciano|2004
ramiro funes mori,1991,DF,River Plate,32.0,False,2024,ARG1,,ramiro funes mori,1991,ramiro funes mori|1991,11111.0,1000000.0,,ar ARG,100.0,ramiro funes mori|1991
ramiro hernandes,2004,"MF,DF",Belgrano,19.0,False,2024,ARG1,,ramiro hernandes,2004,ramiro hernandes|2004,,,,ar ARG,,ramiro hernandes|2004
ramiro macagno,1997,GK,Newell's OB,26.0,True,2024,ARG1,,ramiro macagno,1997,ramiro macagno|1997,401913.0,1200000.0,,ar ARG,100.0,ramiro macagno|1997
ramiro ruiz,2000,"FW,MF",Talleres,23.0,False,2024,ARG1,,ramiro ruiz,2000,ramiro ruiz|2000,,,,ar ARG,,ramiro ruiz|2000
ramon abila,1989,FW,Huracán,34.0,False,2024,ARG1,,ramon abila,1989,ramon abila|1989,,,,ar ARG,,ramon abila|1989
ramon arias,1992,DF,Tigre,31.0,False,2024,ARG1,,ramon arias,1992,ramon arias|1992,131095.0,500000.0,,uy URU,100.0,ramon arias|1992
ramon cansinos,2002,"MF,FW",Cen. Córdoba–SdE,21.0,False,2024,ARG1,,ramon cansinos,2002,ramon cansinos|2002,,,,ar ARG,,ramon cansinos|2002
ramon sosa,1999,FW,Talleres,24.0,False,2024,ARG1,,ramon sosa,1999,ramon sosa|1999,745191.0,13000000.0,,py PAR,100.0,ramon sosa|1999
randall rodriguez,2003,GK,Vélez Sarsfield,20.0,True,2024,ARG1,,randall rodriguez,2003,randall rodriguez|2003,,,,uy URU,,randall rodriguez|2003
raul loaiza,1994,MF,Lanús,29.0,False,2024,ARG1,,raul loaiza,1994,raul loaiza|1994,,,,co COL,,raul loaiza|1994
renzo tesuri,1996,"MF,DF",Atlé Tucumán,27.0,False,2024,ARG1,,renzo tesuri,1996,renzo tesuri|1996,,,,ar ARG,,renzo tesuri|1996
roberto nicolas fernandez,1998,MF,Godoy Cruz,25.0,False,2024,ARG1,,roberto nicolas fernandez,1998,roberto nicolas fernandez|1998,57800.0,100000.0,,uy URU,95.0,roberto nicolas fernandez|1998
roberto ramirez,1996,GK,Godoy Cruz,27.0,True,2024,ARG1,,roberto ramirez,1996,roberto ramirez|1996,,,,ar ARG,,roberto ramirez|1996
rodrigo aliendro,1991,MF,River Plate,32.0,False,2024,ARG1,,rodrigo aliendro,1991,rodrigo aliendro|1991,,,,ar ARG,,rodrigo aliendro|1991
rodrigo atencio,2002,"MF,FW",Cen. Córdoba–SdE,21.0,False,2024,ARG1,,rodrigo atencio,2002,rodrigo atencio|2002,,,,ar ARG,,rodrigo atencio|2002
rodrigo bogarin,1997,"MF,FW",Defensa y Just,26.0,False,2024,ARG1,,rodrigo bogarin,1997,rodrigo bogarin|1997,,,,py PAR,,rodrigo bogarin|1997
rodrigo cabral,2000,FW,Huracán,23.0,False,2024,ARG1,,rodrigo cabral,2000,rodrigo cabral|2000,,,,ar ARG,,rodrigo cabral|2000
rodrigo castillo,1999,FW,Gimnasia–LP,24.0,False,2024,ARG1,,rodrigo castillo,1999,rodrigo castillo|1999,,,,ar ARG,,rodrigo castillo|1999
rodrigo cavallera,2000,"FW,DF",Deportivo Riestra,24.0,False,2024,ARG1,,rodrigo cavallera,2000,rodrigo cavallera|2000,,,,ar ARG,,rodrigo cavallera|2000
rodrigo echeverria,1995,MF,Huracán,28.0,False,2024,ARG1,,rodrigo echeverria,1995,rodrigo echeverria|1995,,,,cl CHI,,rodrigo echeverria|1995
rodrigo fernandez,1996,MF,Newell's OB,28.0,False,2024,ARG1,,rodrigo fernandez,1996,rodrigo fernandez|1996,489212.0,450000.0,,uy URU,94.11764705882352,rodrigo fernandez|1996
rodrigo gallo,2000,"DF,MF",Gimnasia–LP,23.0,False,2024,ARG1,,rodrigo gallo,2000,rodrigo gallo|2000,75118.0,50000.0,,ar ARG,96.0,rodrigo gallo|2000
rodrigo herrera,2000,MF,Barracas Central,23.0,False,2024,ARG1,,rodrigo herrera,2000,rodrigo herrera|2000,,,,ar ARG,,rodrigo herrera|2000
rodrigo inaki melo,1995,MF,Atlé Tucumán,28.0,False,2024,ARG1,,rodrigo inaki melo,1995,rodrigo inaki melo|1995,,,,ar ARG,,rodrigo inaki melo|1995
rodrigo insua,1997,"DF,MF",Barracas Central,26.0,False,2024,ARG1,,rodrigo insua,1997,rodrigo insua|1997,,,,ar ARG,,rodrigo insua|1997
rodrigo marquez,2002,FW,Platense,21.0,False,2024,ARG1,,rodrigo marquez,2002,rodrigo marquez|2002,,,,ar ARG,,rodrigo marquez|2002
rodrigo perez,1996,MF,Instituto,27.0,False,2024,ARG1,,rodrigo perez,1996,rodrigo perez|1996,,,,uy URU,,rodrigo perez|1996
rodrigo pineiro,1999,"FW,MF",Vélez Sarsfield,24.0,False,2024,ARG1,,rodrigo pineiro,1999,rodrigo pineiro|1999,549038.0,1500000.0,,uy URU,96.7741935483871,rodrigo pineiro|1999
rodrigo rey,1991,GK,Independiente,32.0,True,2024,ARG1,,rodrigo rey,1991,rodrigo rey|1991,166591.0,1800000.0,,ar ARG,100.0,rodrigo rey|1991
rodrigo saravia,2000,MF,Gimnasia–LP,23.0,False,2024,ARG1,,rodrigo saravia,2000,rodrigo saravia|2000,750753.0,2000000.0,,uy URU,100.0,rodrigo saravia|2000
rodrigo sayavedra,1995,"DF,MF",Deportivo Riestra,28.0,False,2024,ARG1,,rodrigo sayavedra,1995,rodrigo sayavedra|1995,,,,ar ARG,,rodrigo sayavedra|1995
rodrigo villagra,2001,MF,River Plate,22.0,False,2024,ARG1,,rodrigo villagra,2001,rodrigo villagra|2001,657220.0,5500000.0,,ar ARG,100.0,rodrigo villagra|2001
roger martinez,1994,"FW,MF",Racing Club,29.0,False,2024,ARG1,,roger martinez,1994,roger martinez|1994,285771.0,1500000.0,,co COL,100.0,roger martinez|1994
roman gomez,2004,DF,Estudiantes–LP,19.0,False,2024,ARG1,,roman gomez,2004,roman gomez|2004,,,,ar ARG,,roman gomez|2004
roman vega,2004,DF,Arg Juniors,20.0,False,2024,ARG1,,roman vega,2004,roman vega|2004,,,,ar ARG,,roman vega|2004
ronaldo martinez,1996,"FW,MF",Platense,27.0,False,2024,ARG1,,ronaldo martinez,1996,ronaldo martinez|1996,,,,py PAR,,ronaldo martinez|1996
ruben botta,1990,"MF,FW",Talleres,34.0,False,2024,ARG1,,ruben botta,1990,ruben botta|1990,88542.0,900000.0,,ar ARG,100.0,ruben botta|1990
ruben martinez,2004,MF,Independiente,19.0,False,2024,ARG1,,ruben martinez,2004,ruben martinez|2004,8184.0,200000.0,,ar ARG,100.0,ruben martinez|2004
salomon rodriguez,2000,FW,Godoy Cruz,23.0,False,2024,ARG1,,salomon rodriguez,2000,salomon rodriguez|2000,,,,uy URU,,salomon rodriguez|2000
samuel beltran,2004,MF,Rosario Central,19.0,False,2024,ARG1,,samuel beltran,2004,samuel beltran|2004,,,,ar ARG,,samuel beltran|2004
santi ramos mingo,2001,DF,Defensa y Just,22.0,False,2024,ARG1,,santi ramos mingo,2001,santi ramos mingo|2001,,,,ar ARG,,santi ramos mingo|2001
santiago arzamendia,1998,DF,Estudiantes–LP,25.0,False,2024,ARG1,,santiago arzamendia,1998,santiago arzamendia|1998,520947.0,1200000.0,,py PAR,100.0,santiago arzamendia|1998
santiago ascacibar,1997,MF,Estudiantes–LP,26.0,False,2024,ARG1,,santiago ascacibar,1997,santiago ascacibar|1997,423436.0,5500000.0,,ar ARG,100.0,santiago ascacibar|1997
santiago caseres,1997,MF,Vélez Sarsfield,26.0,False,2024,ARG1,,santiago caseres,1997,santiago caseres|1997,466298.0,2000000.0,,ar ARG,100.0,santiago caseres|1997
santiago coronel,2000,"MF,FW",Barracas Central,23.0,False,2024,ARG1,,santiago coronel,2000,santiago coronel|2000,,,,ar ARG,,santiago coronel|2000
santiago dalmasso,2004,MF,Boca Juniors,19.0,False,2024,ARG1,,santiago dalmasso,2004,santiago dalmasso|2004,,,,ar ARG,,santiago dalmasso|2004
santiago esquivel,2004,MF,Banfield,20.0,False,2024,ARG1,,santiago esquivel,2004,santiago esquivel|2004,,,,ar ARG,,santiago esquivel|2004
santiago flores,2001,DF,Estudiantes–LP,22.0,False,2024,ARG1,,santiago flores,2001,santiago flores|2001,,,,ar ARG,,santiago flores|2001
santiago godoy,2001,FW,Defensa y Just,22.0,False,2024,ARG1,,santiago godoy,2001,santiago godoy|2001,,,,ar ARG,,santiago godoy|2001
santiago gonzalez,2003,MF,Tigre,20.0,False,2024,ARG1,,santiago gonzalez,2003,santiago gonzalez|2003,,,,ar ARG,,santiago gonzalez|2003
santiago hidalgo,2005,"FW,MF",Independiente,18.0,False,2024,ARG1,,santiago hidalgo,2005,santiago hidalgo|2005,,,,ar ARG,,santiago hidalgo|2005
santiago laquidain,2001,DF,Cen. Córdoba–SdE,22.0,False,2024,ARG1,,santiago laquidain,2001,santiago laquidain|2001,,,,ar ARG,,santiago laquidain|2001
santiago lencina,2005,FW,River Plate,18.0,False,2024,ARG1,,santiago lencina,2005,santiago lencina|2005,,,,ar ARG,,santiago lencina|2005
santiago longo,1998,MF,Belgrano,25.0,False,2024,ARG1,,santiago longo,1998,santiago longo|1998,,,,ar ARG,,santiago longo|1998
santiago lopez,2006,FW,Independiente,17.0,False,2024,ARG1,,santiago lopez,2006,santiago lopez|2006,,,,ar ARG,,santiago lopez|2006
santiago martinez,2004,MF,Godoy Cruz,20.0,False,2024,ARG1,,santiago martinez,2004,santiago martinez|2004,,,,ar ARG,,santiago martinez|2004
santiago montiel,2000,"FW,MF",Independiente,23.0,False,2024,ARG1,,santiago montiel,2000,santiago montiel|2000,,,,ar ARG,,santiago montiel|2000
santiago morales,0,DF,Sarmiento,0.0,False,2024,ARG1,,santiago morales,,santiago morales|,,,,0,,santiago morales|
santiago quiros,2003,DF,Racing Club,20.0,False,2024,ARG1,,santiago quiros,2003,santiago quiros|2003,,,,ar ARG,,santiago quiros|2003
santiago rodriguez,1997,"FW,MF",Arg Juniors,26.0,False,2024,ARG1,,santiago rodriguez,1997,santiago rodriguez|1997,,,,ar ARG,,santiago rodriguez|1997
santiago salle,2004,DF,Independiente,19.0,False,2024,ARG1,,santiago salle,2004,santiago salle|2004,,,,ar ARG,,santiago salle|2004
santiago segovia,2007,"MF,FW",Rosario Central,16.0,False,2024,ARG1,,santiago segovia,2007,santiago segovia|2007,,,,ar ARG,,santiago segovia|2007
santiago simon,2002,"MF,DF",River Plate,21.0,False,2024,ARG1,,santiago simon,2002,santiago simon|2002,,,,ar ARG,,santiago simon|2002
santiago solari,1998,"FW,MF",Racing Club,26.0,False,2024,ARG1,,santiago solari,1998,santiago solari|1998,,,,ar ARG,,santiago solari|1998
santiago sosa,2005,MF,San Lorenzo,19.0,False,2024,ARG1,,santiago sosa,2005,santiago sosa|2005,,,,ar ARG,,santiago sosa|2005
santiago toloza,2002,MF,Independiente,21.0,False,2024,ARG1,,santiago toloza,2002,santiago toloza|2002,,,,ar ARG,,santiago toloza|2002
santino andino,2005,"MF,FW",Godoy Cruz,18.0,False,2024,ARG1,,santino andino,2005,santino andino|2005,,,,ar ARG,,santino andino|2005
santino primante,2004,"FW,MF",Gimnasia–LP,19.0,False,2024,ARG1,,santino primante,2004,santino primante|2004,,,,ar ARG,,santino primante|2004
sasha marcich,1998,DF,Platense,25.0,False,2024,ARG1,,sasha marcich,1998,sasha marcich|1998,,,,ar ARG,,sasha marcich|1998
saul salcedo,1997,DF,Newell's OB,26.0,False,2024,ARG1,,saul salcedo,1997,saul salcedo|1997,,,,py PAR,,saul salcedo|1997
sebastian blanco,1988,MF,San Lorenzo,35.0,False,2024,ARG1,,sebastian blanco,1988,sebastian blanco|1988,54576.0,600000.0,,ar ARG,100.0,sebastian blanco|1988
sebastian boselli,2003,DF,Estudiantes–LP,20.0,False,2024,ARG1,,sebastian boselli,2003,sebastian boselli|2003,,,,uy URU,,sebastian boselli|2003
sebastian medina,2000,"FW,DF",Tigre,23.0,False,2024,ARG1,,sebastian medina,2000,sebastian medina|2000,,,,ar ARG,,sebastian medina|2000
sebastian meza,2000,GK,Huracán,23.0,True,2024,ARG1,,sebastian meza,2000,sebastian meza|2000,,,,ar ARG,,sebastian meza|2000
sebastian moyano,1990,GK,Barracas Central,33.0,True,2024,ARG1,,sebastian moyano,1990,sebastian moyano|1990,,,,ar ARG,,sebastian moyano|1990
sebastian palacios,1992,"FW,MF",Talleres,32.0,False,2024,ARG1,,sebastian palacios,1992,sebastian palacios|1992,262861.0,2000000.0,,ar ARG,100.0,sebastian palacios|1992
sebastian prieto,1993,DF,Arg Juniors,30.0,False,2024,ARG1,,sebastian prieto,1993,sebastian prieto|1993,,,,ar ARG,,sebastian prieto|1993
sebastian ramirez,2000,FW,Huracán,23.0,False,2024,ARG1,,sebastian ramirez,2000,sebastian ramirez|2000,,,,ar ARG,,sebastian ramirez|2000
sebastian valdez,1995,DF,Cen. Córdoba–SdE,28.0,False,2024,ARG1,,sebastian valdez,1995,sebastian valdez|1995,,,,ar ARG,,sebastian valdez|1995
sebastian villa,1996,FW,Ind. Rivadavia,27.0,False,2024,ARG1,,sebastian villa,1996,sebastian villa|1996,,,,co COL,,sebastian villa|1996
sergio quiroga,1994,MF,Sarmiento,29.0,False,2024,ARG1,,sergio quiroga,1994,sergio quiroga|1994,,,,ar ARG,,sergio quiroga|1994
sergio romero,1987,GK,Boca Juniors,36.0,True,2024,ARG1,,sergio romero,1987,sergio romero|1987,30690.0,400000.0,,ar ARG,100.0,sergio romero|1987
