Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
alex iwobi,ng NGA,"FW,MF",Fulham,28,1996,33.1,9,6,4.7,7.0,68,29,1150,1532,75.07,44,25,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
alex mccarthy,eng ENG,GK,Southampton,34,1989,5.0,0,0,0.0,0.0,0,0,117,156,75.0,0,0,0,0,13.0,2.6,37.0,24.0,70.3,0.0,0.0,2.0,2.0,0.0,0.0,12.6,0.29,-0.4,-0.07,24.0,52.0,46.2,132.0,29.0,33.3,29.5,8.0,10.8,0.0,0.0,6.5,True,34.0
alex moreno,es ESP,"DF,MF",Nott'ham Forest,31,1993,10.6,0,1,0.2,1.3,6,0,308,428,71.96,25,18,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
alex palmer,eng ENG,GK,Ipswich Town,27,1996,13.0,0,0,0.0,0.0,0,0,299,423,70.69,0,0,0,0,30.0,2.31,71.0,43.0,59.2,0.0,0.0,1.0,1.0,0.0,0.0,25.1,0.35,-2.9,-0.22,71.0,186.0,38.2,329.0,55.0,36.8,33.9,20.0,8.0,13.0,1.0,11.5,True,27.0
alex scott,eng ENG,MF,Bournemouth,20,2003,8.4,0,0,0.7,0.9,15,6,286,342,83.63,27,14,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
alexander isak,se SWE,FW,Newcastle Utd,24,1999,30.6,23,6,20.3,4.3,95,41,519,689,75.33,12,5,18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
alexis mac allister,ar ARG,MF,Liverpool,25,1998,28.9,5,5,2.8,4.7,38,13,1273,1524,83.53,95,58,61,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
alfie dorrington,eng ENG,DF,Tottenham,19,2005,0.2,0,0,0.0,0.0,0,0,15,16,93.75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
alfie pond,eng ENG,DF,Wolves,20,2004,0.0,0,0,0.0,0.0,0,0,1,1,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
ali al hamadi,iq IRQ,FW,Ipswich Town,22,2002,1.5,0,0,0.4,0.1,4,0,25,30,83.33,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
alisson,br BRA,GK,Liverpool,31,1992,27.9,0,0,0.0,0.6,0,0,794,959,82.79,1,0,0,0,29.0,1.04,100.0,73.0,72.0,9.0,32.1,1.0,1.0,0.0,0.0,30.5,0.3,3.5,0.13,68.0,203.0,33.5,877.0,128.0,19.7,26.6,11.0,4.3,49.0,1.76,16.0,True,31.0
alphonse areola,fr FRA,GK,West Ham,31,1993,25.1,0,0,0.0,0.0,0,0,688,989,69.57,2,2,0,0,41.0,1.63,115.0,77.0,64.3,5.0,20.0,0.0,0.0,0.0,0.0,35.4,0.31,-2.6,-0.1,135.0,384.0,35.2,788.0,119.0,34.4,32.1,15.0,3.8,30.0,1.19,15.0,True,31.0
altay bayndr,tr TUR,GK,Manchester Utd,26,1998,4.0,0,0,0.0,0.0,0,0,92,152,60.53,0,0,0,0,10.0,2.5,17.0,8.0,41.2,1.0,25.0,0.0,0.0,0.0,0.0,10.1,0.59,1.1,0.27,13.0,62.0,21.0,128.0,12.0,34.4,34.1,4.0,7.1,7.0,1.75,12.0,True,26.0
amad diallo,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,8,6,4.7,4.9,47,17,795,949,83.77,38,31,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
amadou onana,be BEL,MF,Aston Villa,22,2001,18.0,3,0,2.1,0.7,17,6,703,802,87.66,55,30,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
andre,br BRA,MF,Wolves,23,2001,27.5,0,0,0.4,0.8,10,1,1247,1342,92.92,91,55,42,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
andre onana,cm CMR,GK,Manchester Utd,28,1996,34.0,0,0,0.0,0.2,0,0,948,1306,72.59,2,2,0,0,44.0,1.29,132.0,88.0,68.9,9.0,26.5,4.0,3.0,1.0,0.0,44.0,0.31,1.0,0.03,118.0,440.0,26.8,1152.0,136.0,29.7,30.3,22.0,5.5,23.0,0.68,11.8,True,28.0
andreas pereira,br BRA,MF,Fulham,28,1996,22.4,2,4,3.8,4.6,38,8,670,970,69.07,24,13,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
andres garcia,es ESP,"DF,MF",Aston Villa,21,2003,3.5,0,0,0.0,0.2,2,0,174,201,86.57,9,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
andrew robertson,sct SCO,DF,Liverpool,30,1994,27.6,0,1,1.2,4.6,15,2,1559,1885,82.71,39,22,10,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
andy irving,sct SCO,MF,West Ham,24,2000,1.8,0,0,0.1,0.2,4,2,109,124,87.9,7,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
anthony elanga,se SWE,"FW,MF",Nott'ham Forest,22,2002,27.8,6,11,4.5,5.7,44,24,540,827,65.3,19,14,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
anthony gordon,eng ENG,"FW,MF",Newcastle Utd,23,2001,27.0,6,5,8.0,5.0,57,16,720,982,73.32,32,18,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
antoine semenyo,gh GHA,FW,Bournemouth,24,2000,35.6,11,5,10.0,5.8,125,40,821,1119,73.37,55,35,67,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
antonee robinson,us USA,DF,Fulham,26,1997,35.2,0,10,0.7,4.2,16,2,1595,2076,76.83,95,61,43,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
antonin kinsky,cz CZE,GK,Tottenham,21,2003,6.0,0,0,0.0,0.1,0,0,167,217,76.96,3,1,0,0,11.0,1.83,32.0,23.0,65.6,1.0,16.7,0.0,0.0,0.0,0.0,10.5,0.33,1.5,0.25,17.0,58.0,29.3,186.0,37.0,26.9,30.7,10.0,8.9,9.0,1.5,12.1,True,21.0
antony,br BRA,"DF,MF",Manchester Utd,24,2000,1.6,0,0,1.0,0.1,6,3,56,69,81.16,6,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
archie gray,eng ENG,"DF,MF",Tottenham,18,2006,19.5,0,0,0.0,0.1,1,1,1001,1145,87.42,16,8,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
arijanet muric,xk KVX,GK,Ipswich Town,25,1998,18.0,0,0,0.0,0.0,0,0,454,633,71.72,0,0,0,0,33.0,1.83,100.0,67.0,70.0,1.0,5.6,3.0,3.0,0.0,0.0,31.4,0.29,-1.6,-0.09,76.0,229.0,33.2,534.0,94.0,29.6,30.3,39.0,15.7,20.0,1.11,12.2,True,25.0
armando broja,al ALB,FW,Everton,22,2001,3.7,0,0,0.1,0.2,4,0,53,73,72.6,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
armel bella kotchap,de GER,DF,Southampton,22,2001,3.7,0,0,0.3,0.0,1,0,202,224,90.18,7,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
asher agbinone,eng ENG,MF,Crystal Palace,18,2005,0.1,0,0,0.0,0.0,1,0,2,3,66.67,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
ashley young,eng ENG,DF,Everton,39,1985,20.8,1,3,0.3,2.3,6,3,708,999,70.87,58,33,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,39.0
axel disasi,fr FRA,DF,Aston Villa,26,1998,5.4,0,0,0.1,0.4,2,0,243,280,86.79,8,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
axel tuanzebe,cd COD,DF,Ipswich Town,26,1997,19.0,0,1,0.2,0.3,4,0,682,814,83.78,31,19,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ayden heaven,eng ENG,DF,Manchester Utd,17,2006,1.9,0,0,0.1,0.0,2,0,90,106,84.91,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0
bart verbruggen,nl NED,GK,Brighton,21,2002,36.0,0,1,0.0,0.0,0,0,1011,1315,76.88,0,0,1,0,58.0,1.61,143.0,87.0,65.7,7.0,19.4,9.0,9.0,0.0,0.0,51.0,0.31,-5.0,-0.14,122.0,386.0,31.6,1226.0,122.0,26.9,29.7,27.0,6.5,47.0,1.31,13.9,True,21.0
ben brereton,cl CHI,FW,Southampton,25,1999,5.0,0,0,0.9,0.1,11,1,128,166,77.11,3,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
ben chilwell,eng ENG,DF,Crystal Palace,27,1996,2.9,1,0,0.2,0.8,5,3,92,125,73.6,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
ben davies,wls WAL,DF,Tottenham,31,1993,14.8,0,0,0.3,0.2,5,1,896,1023,87.59,17,11,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
ben godfrey,eng ENG,DF,Ipswich Town,26,1998,1.8,0,0,0.0,0.0,0,0,47,57,82.46,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ben johnson,eng ENG,"DF,FW",Ipswich Town,24,2000,15.0,1,2,1.1,1.3,7,3,298,416,71.63,38,22,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
ben mee,eng ENG,DF,Brentford,34,1989,2.0,0,0,0.0,0.0,0,0,93,120,77.5,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
ben white,eng ENG,DF,Arsenal,26,1997,13.3,0,2,0.5,1.4,9,2,580,692,83.82,20,14,10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ben winterburn,eng ENG,"MF,FW",Bournemouth,19,2004,0.3,0,0,0.0,0.0,0,0,5,7,71.43,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
benoit badiashile,fr FRA,DF,Chelsea,23,2001,3.7,0,0,0.0,0.0,0,0,273,304,89.8,9,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
bernardo silva,pt POR,"MF,FW",Manchester City,29,1994,29.7,4,4,3.9,5.1,32,11,1547,1783,86.76,56,37,36,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
bernd leno,de GER,GK,Fulham,32,1992,38.0,0,1,0.0,0.1,0,0,1149,1404,81.84,2,2,1,0,54.0,1.42,159.0,106.0,67.9,5.0,13.2,4.0,3.0,1.0,0.0,48.9,0.29,-3.1,-0.08,141.0,367.0,38.4,1231.0,167.0,22.7,28.9,23.0,4.5,33.0,0.87,13.3,True,32.0
beto,gw GNB,FW,Everton,26,1998,17.0,8,0,8.2,1.2,49,23,156,268,58.21,14,6,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
bilal el khannouss,ma MAR,"MF,FW",Leicester City,20,2004,24.2,2,3,1.3,4.6,30,7,798,1063,75.07,50,30,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
billy gilmour,sct SCO,MF,Brighton,23,2001,1.1,0,0,0.1,0.0,1,0,58,67,86.57,3,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
bobby de cordova-reid,jm JAM,FW,Leicester City,31,1993,8.3,1,2,0.8,1.2,7,3,145,206,70.39,9,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
boubacar kamara,fr FRA,MF,Aston Villa,24,1999,19.2,1,0,0.8,0.9,10,3,825,931,88.61,50,21,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
boubacar traore,ml MLI,MF,Wolves,22,2001,0.0,0,0,0.0,0.0,0,0,0,0,0.0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
boubakary soumare,fr FRA,MF,Leicester City,25,1999,24.1,0,0,0.3,0.4,7,0,1073,1234,86.95,37,20,22,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
brajan gruda,de GER,"MF,FW",Brighton,20,2004,7.6,1,4,1.2,2.1,11,5,187,251,74.5,16,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
brandon austin,eng ENG,GK,Tottenham,25,1999,1.0,0,0,0.0,0.0,0,0,22,32,68.75,0,0,0,0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.55,0.2,0.2,3.0,11.0,27.3,26.0,5.0,38.5,32.3,5.0,33.3,2.0,2.0,12.4,True,25.0
brennan johnson,wls WAL,FW,Tottenham,23,2001,24.2,11,3,10.4,2.3,54,20,449,638,70.38,39,26,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
bruno fernandes,pt POR,MF,Manchester Utd,29,1994,33.5,8,10,9.9,8.5,93,26,1707,2242,76.14,84,50,35,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
bruno guimaraes,br BRA,MF,Newcastle Utd,26,1997,36.3,5,6,4.3,6.1,45,13,1481,1798,82.37,83,47,36,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
bryan mbeumo,cm CMR,FW,Brentford,24,1999,37.9,20,7,12.3,8.3,79,34,872,1319,66.11,49,31,26,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
bukayo saka,eng ENG,"FW,MF",Arsenal,22,2001,19.2,6,10,6.8,7.6,66,22,552,731,75.51,29,15,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
caleb kporha,eng ENG,DF,Crystal Palace,18,2006,0.1,0,0,0.0,0.0,0,0,5,7,71.43,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
caleb okoli,it ITA,DF,Leicester City,23,2001,12.5,1,0,0.6,0.0,4,2,559,648,86.27,25,14,24,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
callum hudson-odoi,eng ENG,"FW,MF",Nott'ham Forest,23,2000,24.4,5,2,2.5,2.7,37,17,691,843,81.97,22,14,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
callum wilson,eng ENG,FW,Newcastle Utd,32,1992,4.1,0,0,0.4,0.1,6,1,40,53,75.47,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
calvin bassey,ng NGA,DF,Fulham,24,1999,34.2,1,0,1.0,0.1,14,4,1934,2155,89.74,54,34,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
cameron archer,eng ENG,FW,Southampton,23,2001,16.0,2,0,5.7,0.5,28,10,205,251,81.67,13,8,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
cameron burgess,au AUS,DF,Ipswich Town,28,1995,17.1,0,2,1.1,0.5,10,2,626,774,80.88,17,12,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
caoimhin kelleher,ie IRL,GK,Liverpool,25,1998,10.0,0,0,0.0,0.0,0,0,289,382,75.65,0,0,0,0,12.0,1.2,37.0,24.0,67.6,4.0,40.0,1.0,0.0,1.0,0.0,11.6,0.3,-0.4,-0.04,29.0,115.0,25.2,364.0,49.0,28.6,29.0,6.0,5.3,9.0,0.9,14.0,True,25.0
carlos alcaraz,ar ARG,MF,Southampton,21,2002,0.1,0,0,0.1,0.1,1,1,13,13,100.0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
carlos baleba,cm CMR,MF,Brighton,20,2004,29.6,3,1,3.1,1.3,44,11,1149,1314,87.44,79,46,47,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
carlos forbs,pt POR,"MF,FW",Wolves,20,2004,2.7,0,0,0.1,0.0,2,0,60,91,65.93,8,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
carlos soler,es ESP,"MF,FW",West Ham,27,1997,15.7,1,1,1.8,1.4,25,8,570,669,85.2,16,11,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
carlos vinicius,br BRA,"MF,FW",Fulham,29,1995,0.2,0,0,0.0,0.0,1,1,1,3,33.33,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
casemiro,br BRA,MF,Manchester Utd,32,1992,16.6,1,0,1.9,2.3,32,10,780,990,78.79,83,50,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
chadi riad,ma MAR,DF,Crystal Palace,21,2003,1.0,0,0,0.0,0.0,0,0,70,82,85.37,5,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
charlie taylor,eng ENG,DF,Southampton,30,1993,4.0,0,0,0.0,0.1,0,0,196,223,87.89,7,5,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
cheick doucoure,ml MLI,MF,Crystal Palace,24,2000,5.0,0,0,0.4,0.0,7,0,174,204,85.29,16,8,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
chidozie obi-martin,dk DEN,FW,Manchester Utd,16,2007,1.8,0,0,0.7,0.0,5,1,20,24,83.33,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,16.0
chiedozie ogbene,ie IRL,FW,Ipswich Town,27,1997,2.6,0,0,0.0,0.1,0,0,32,43,74.42,7,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
chiquinho,pt POR,MF,Wolves,24,2000,0.1,0,0,0.0,0.0,0,0,3,3,100.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
chris richards,us USA,DF,Crystal Palace,24,2000,21.4,1,0,1.4,0.1,12,6,684,857,79.81,47,30,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
chris wood,nz NZL,FW,Nott'ham Forest,32,1991,32.9,20,3,13.4,2.6,65,32,315,490,64.29,6,5,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
christian eriksen,dk DEN,MF,Manchester Utd,32,1992,11.8,1,2,1.4,3.2,14,1,590,749,78.77,19,9,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
christian nrgaard,dk DEN,MF,Brentford,30,1994,31.3,5,4,4.3,1.3,39,15,1164,1427,81.57,79,49,52,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
christian walton,eng ENG,GK,Ipswich Town,28,1995,7.0,0,0,0.0,0.0,0,0,177,255,69.41,0,0,0,0,19.0,2.71,39.0,20.0,56.4,1.0,14.3,2.0,2.0,0.0,0.0,17.1,0.4,-1.9,-0.28,42.0,116.0,36.2,204.0,35.0,42.6,34.3,12.0,10.8,2.0,0.29,8.2,True,28.0
christopher nkunku,fr FRA,FW,Chelsea,26,1997,10.2,3,2,4.8,2.1,25,11,299,334,89.52,12,8,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
claudio echeverri,ar ARG,FW,Manchester City,18,2006,0.1,0,0,0.0,0.0,0,0,3,3,100.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
cody gakpo,nl NED,FW,Liverpool,25,1999,21.5,10,4,7.1,4.4,57,22,480,634,75.71,28,16,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
cole palmer,eng ENG,"MF,FW",Chelsea,22,2002,35.5,15,8,17.3,10.9,121,44,1140,1480,77.03,34,20,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
conor bradley,nir NIR,DF,Liverpool,21,2003,8.4,0,2,0.7,1.4,10,3,456,544,83.82,14,10,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
conor chaplin,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,1,1,1.5,0.7,16,3,235,319,73.67,15,5,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
conor coady,eng ENG,DF,Leicester City,31,1993,19.0,1,0,0.4,0.1,2,2,977,1072,91.14,13,9,32,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
conor townsend,eng ENG,DF,Ipswich Town,31,1993,3.7,0,1,0.0,0.7,1,0,80,127,62.99,11,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
craig dawson,eng ENG,DF,Wolves,34,1990,10.8,0,0,0.5,0.0,5,1,484,559,86.58,15,3,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0
cristian romero,ar ARG,DF,Tottenham,26,1998,15.7,1,0,1.6,0.6,16,8,1094,1223,89.45,35,29,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
crysencio summerville,nl NED,"FW,MF",West Ham,22,2001,8.7,1,1,1.6,1.7,14,4,194,254,76.38,13,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
curtis jones,eng ENG,"MF,DF",Liverpool,23,2001,19.0,3,3,4.3,1.1,34,13,1021,1097,93.07,39,22,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
daichi kamada,jp JPN,MF,Crystal Palace,27,1996,17.4,0,0,1.1,1.9,20,4,603,752,80.19,47,29,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
dan burn,eng ENG,DF,Newcastle Utd,32,1992,37.0,1,1,2.0,0.9,23,7,1774,2006,88.43,39,24,36,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
dane scarlett,eng ENG,"FW,MF",Tottenham,20,2004,0.4,0,1,0.0,0.0,1,1,3,5,60.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
dango ouattara,bf BFA,FW,Bournemouth,22,2002,22.3,7,4,8.4,5.5,62,20,367,612,59.97,35,26,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
daniel bentley,eng ENG,GK,Wolves,31,1993,2.0,0,0,0.0,0.0,0,0,49,65,75.38,0,0,0,0,4.0,2.0,12.0,8.0,66.7,1.0,50.0,0.0,0.0,0.0,0.0,3.9,0.33,-0.1,-0.04,7.0,21.0,33.3,52.0,6.0,25.0,28.1,0.0,0.0,3.0,1.5,16.4,True,31.0
daniel jebbison,ca CAN,FW,Bournemouth,20,2003,1.3,1,0,1.0,0.2,5,2,33,42,78.57,5,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
daniel munoz,co COL,DF,Crystal Palace,28,1996,35.9,4,5,4.9,5.5,37,14,1129,1492,75.67,123,80,40,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
daniel podence,pt POR,"MF,FW",Wolves,28,1995,0.5,0,0,0.0,0.0,1,0,11,16,68.75,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
danilo,br BRA,"MF,FW",Nott'ham Forest,23,2001,3.1,0,0,0.0,0.0,0,0,94,121,77.69,8,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
danny ings,eng ENG,"FW,MF",West Ham,32,1992,3.2,1,2,2.3,1.3,14,5,63,92,68.48,4,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
danny ward,wls WAL,GK,Leicester City,31,1993,1.5,0,0,0.0,0.0,0,0,41,53,77.36,0,0,0,0,6.0,4.0,10.0,4.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.28,-3.2,-2.11,10.0,22.0,45.5,46.0,9.0,37.0,32.0,0.0,0.0,2.0,1.33,20.7,True,31.0
danny welbeck,eng ENG,FW,Brighton,33,1990,23.5,10,4,9.6,1.4,59,23,417,491,84.93,26,16,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
dara o'shea,ie IRL,DF,Ipswich Town,25,1999,34.7,0,2,1.3,0.5,22,2,1234,1579,78.15,49,31,62,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
darwin nunez,uy URU,FW,Liverpool,25,1999,12.6,5,2,5.8,1.3,34,13,163,230,70.87,21,18,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
david brooks,wls WAL,"FW,MF",Bournemouth,27,1997,10.7,2,0,2.5,1.9,25,12,310,411,75.43,14,6,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
david raya,es ESP,GK,Arsenal,28,1995,38.0,0,0,0.0,0.0,0,0,1040,1413,73.6,0,0,0,2,34.0,0.89,120.0,86.0,74.2,13.0,34.2,3.0,3.0,0.0,0.0,35.1,0.28,1.1,0.03,149.0,478.0,31.2,1263.0,178.0,29.9,29.9,53.0,13.2,66.0,1.74,17.2,True,28.0
dean henderson,eng ENG,GK,Crystal Palace,27,1997,38.0,0,0,0.0,0.2,1,0,745,1216,61.27,2,1,0,0,51.0,1.34,150.0,101.0,66.7,11.0,28.9,2.0,1.0,1.0,0.0,51.2,0.35,3.2,0.08,157.0,600.0,26.2,942.0,115.0,47.5,38.5,30.0,5.4,40.0,1.05,14.3,True,27.0
dean huijsen,es ESP,DF,Bournemouth,19,2005,27.0,3,2,1.9,2.0,18,3,1355,1625,83.38,36,26,40,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
declan rice,eng ENG,MF,Arsenal,25,1999,31.4,4,7,3.5,6.6,48,14,1376,1650,83.39,53,25,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
dejan kulusevski,se SWE,"MF,FW",Tottenham,24,2000,26.5,7,4,4.2,6.2,47,17,658,893,73.68,45,23,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
destiny udogie,it ITA,DF,Tottenham,21,2002,21.4,0,1,0.3,1.5,5,1,972,1115,87.17,75,47,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
diego carlos,br BRA,DF,Aston Villa,31,1993,9.2,0,0,0.6,0.0,4,1,534,603,88.56,8,3,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
diego gomez,py PAR,MF,Brighton,21,2003,5.7,1,0,0.9,0.7,9,3,243,302,80.46,21,13,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
diogo dalot,pt POR,DF,Manchester Utd,25,1999,31.3,0,3,2.0,2.0,25,5,1347,1673,80.51,68,40,22,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
diogo jota,pt POR,FW,Liverpool,27,1996,13.3,6,3,7.9,1.8,51,13,216,310,69.68,14,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
divin mubama,eng ENG,FW,Manchester City,19,2004,0.3,0,0,0.0,0.0,1,0,2,3,66.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
