Player,Nation,Pos,Squad,Age,Born,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears
nathan collins,ie IRL,DF,Brentford,23,2001,38.0,2,3,2.5,1.8,17,6,1705,1985,85.89,40,24,77,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
nathan patterson,sct SCO,DF,Everton,22,2001,3.9,0,1,0.1,0.4,1,0,130,176,73.86,11,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
nathan wood-gordon,eng ENG,DF,Southampton,22,2002,8.6,0,0,0.2,0.0,2,0,444,476,93.28,14,8,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
nathaniel clyne,eng ENG,"DF,MF",Crystal Palace,33,1991,5.4,0,0,0.0,0.3,2,0,171,225,76.0,12,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
neco williams,wls WAL,DF,Nott'ham Forest,23,2001,28.8,1,3,2.3,1.6,37,7,843,1116,75.54,90,57,42,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
nelson semedo,pt POR,DF,Wolves,30,1993,32.1,0,4,0.9,2.8,18,7,1096,1357,80.77,62,36,32,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
neto,br BRA,GK,Bournemouth,35,1989,2.0,0,0,0.0,0.0,0,0,40,62,64.52,0,0,0,0,2.0,1.0,13.0,11.0,84.6,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.35,2.3,1.17,9.0,27.0,33.3,46.0,7.0,43.5,36.8,2.0,6.7,3.0,1.5,12.6,True,35.0
nick pope,eng ENG,GK,Newcastle Utd,32,1992,28.0,0,0,0.0,0.0,0,0,575,782,73.53,0,0,1,1,35.0,1.25,120.0,86.0,71.7,8.0,28.6,2.0,1.0,1.0,0.0,34.8,0.28,1.8,0.06,72.0,257.0,28.0,595.0,192.0,25.7,30.7,39.0,10.9,64.0,2.29,16.0,True,32.0
niclas fullkrug,de GER,FW,West Ham,31,1993,8.8,3,2,2.2,1.9,16,7,133,198,67.17,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0
nico oreilly,eng ENG,DF,Manchester City,19,2005,5.9,2,0,1.3,0.4,8,3,305,353,86.4,9,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
nicolas dominguez,ar ARG,"MF,FW",Nott'ham Forest,26,1998,21.8,0,1,1.5,1.3,21,9,821,947,86.69,86,45,38,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
nicolas gonzalez,es ESP,MF,Manchester City,22,2002,8.4,1,0,0.5,0.1,9,2,575,625,92.0,16,6,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
nicolas jackson,sn SEN,FW,Chelsea,23,2001,24.7,10,5,12.3,4.3,76,34,303,399,75.94,22,13,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
nikola milenkovic,rs SRB,DF,Nott'ham Forest,26,1997,37.0,5,2,4.0,1.1,29,8,850,1033,82.28,51,29,41,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
noni madueke,eng ENG,FW,Chelsea,22,2002,22.6,7,3,9.6,4.2,80,30,530,685,77.37,25,18,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
noussair mazraoui,ma MAR,DF,Manchester Utd,26,1997,31.5,0,1,0.7,1.5,13,3,1526,1781,85.68,115,68,36,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
odsonne edouard,fr FRA,"MF,FW",Crystal Palace,26,1998,1.3,0,0,0.4,0.0,5,1,17,28,60.71,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
ola aina,ng NGA,DF,Nott'ham Forest,27,1996,33.3,2,1,0.6,1.4,11,2,994,1352,73.52,55,42,34,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
olabade aluko,0,DF,Leicester City,0,0,0.0,0,0,0.0,0.0,0,0,3,5,60.0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0
oleksandr zinchenko,ua UKR,"DF,MF",Arsenal,27,1996,5.9,0,1,0.6,0.2,10,0,382,451,84.7,6,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
oliver scarles,eng ENG,"DF,FW",West Ham,18,2005,7.4,0,0,0.1,0.1,3,0,293,372,78.76,21,11,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
oliver skipp,eng ENG,MF,Leicester City,23,2000,12.5,0,0,0.4,0.3,5,1,419,502,83.47,21,4,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
ollie watkins,eng ENG,FW,Aston Villa,28,1995,28.9,16,8,15.3,3.3,82,36,307,424,72.41,10,7,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
omar marmoush,eg EGY,"FW,MF",Manchester City,25,1999,13.1,7,0,5.5,2.8,49,17,252,318,79.25,13,8,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
omari hutchinson,eng ENG,"MF,FW",Ipswich Town,20,2003,28.7,3,2,2.9,3.5,45,18,690,885,77.97,32,13,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0
orel mangala,be BEL,MF,Everton,26,1998,14.0,1,0,1.1,0.6,16,6,437,490,89.18,16,8,8,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
oscar bobb,no NOR,FW,Manchester City,21,2003,0.2,0,0,0.0,0.1,0,0,13,15,86.67,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
pablo sarabia,es ESP,"MF,FW",Wolves,32,1992,9.0,3,2,2.9,1.8,17,8,308,445,69.21,16,8,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0
pape matar sarr,sn SEN,MF,Tottenham,21,2002,21.3,3,2,3.7,1.6,34,13,889,1029,86.39,49,36,26,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
patrick dorgu,dk DEN,DF,Manchester Utd,19,2004,9.4,0,0,0.4,0.7,10,2,400,494,80.97,31,24,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
patson daka,zm ZAM,"FW,MF",Leicester City,25,1998,8.2,1,0,1.3,0.1,15,4,106,147,72.11,19,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0
pau torres,es ESP,DF,Aston Villa,27,1997,22.4,0,0,0.5,0.1,8,2,1217,1369,88.9,21,15,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
paul onuachu,ng NGA,FW,Southampton,30,1994,11.7,4,1,3.6,0.5,34,15,160,263,60.84,7,2,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
pedro lima,br BRA,DF,Wolves,18,2006,0.8,0,0,0.1,0.1,1,1,28,38,73.68,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
pedro neto,pt POR,FW,Chelsea,24,2000,25.2,4,6,3.5,6.7,59,17,702,895,78.44,23,9,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
pedro porro,es ESP,DF,Tottenham,24,1999,29.0,2,6,1.6,5.0,39,8,1385,1892,73.2,66,49,44,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
pervis estupinan,ec ECU,DF,Brighton,26,1998,26.7,1,1,1.2,2.1,28,9,1338,1610,83.11,65,43,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0
phil foden,eng ENG,"MF,FW",Manchester City,24,2000,19.7,7,2,5.2,4.8,54,16,791,941,84.06,13,5,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
philip billing,dk DEN,MF,Bournemouth,28,1996,2.0,0,0,0.6,1.1,5,1,70,102,68.63,14,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0
radu dragusin,ro ROU,DF,Tottenham,22,2002,13.9,0,0,0.1,0.4,5,1,716,840,85.24,10,6,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
raheem sterling,eng ENG,"FW,MF",Arsenal,29,1994,5.5,0,2,1.4,0.5,11,0,158,201,78.61,9,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0
ramon sosa,py PAR,"FW,MF",Nott'ham Forest,24,1999,3.3,1,0,1.0,0.5,11,5,66,97,68.04,5,3,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
rasmus hjlund,dk DEN,FW,Manchester Utd,21,2003,22.3,4,0,5.3,1.8,32,13,251,336,74.7,3,1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
raul jimenez,mx MEX,FW,Fulham,33,1991,27.7,12,3,12.0,3.3,93,30,458,643,71.23,35,24,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0
rayan ait-nouri,dz ALG,DF,Wolves,23,2001,34.5,4,7,2.7,5.5,36,10,1449,1721,84.2,89,57,42,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0
reece james,eng ENG,"DF,MF",Chelsea,24,1999,11.8,1,1,0.4,0.7,11,3,717,854,83.96,10,9,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
reiss nelson,eng ENG,FW,Arsenal,24,1999,0.0,0,0,0.0,0.0,0,0,0,0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0
remy rees-dottin,eng ENG,FW,Bournemouth,18,2006,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0
renato veiga,pt POR,"DF,MF",Chelsea,21,2003,2.0,0,0,0.1,0.0,3,1,118,139,84.89,9,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0
ricardo pereira,pt POR,DF,Leicester City,30,1993,4.3,0,0,0.1,0.0,2,1,207,248,83.47,13,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0
riccardo calafiori,it ITA,DF,Arsenal,22,2002,10.9,2,1,0.9,0.3,10,6,470,549,85.61,27,19,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0
richarlison,br BRA,FW,Tottenham,27,1997,5.6,4,1,3.7,0.9,17,7,62,103,60.19,5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
rico henry,eng ENG,DF,Brentford,27,1997,1.1,0,0,0.0,0.0,0,0,33,49,67.35,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0
rico lewis,eng ENG,"DF,MF",Manchester City,19,2004,21.0,1,2,1.4,0.3,10,2,1201,1312,91.54,30,19,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0
