name,Pos,Squad,Age,dob,MatchesPlayed,Gls,Ast,xG,xAG,Shots,SoT,PassCmp,PassAtt,PassCmpPct,Tkl,TklW,Blocks,Int,GK_GA,GK_GA90,GK_SoTA,GK_Saves,GK_SavePct,GK_CS,GK_CSPct,GK_PKAtt,GK_PKA,GK_PKsv,GK_PKm,GK_PSxG,GK_PSxG_per_SoT,GK_PSxG_PlusMinus,GK_PSxG_PlusMinus_per90,GK_PassCmp,GK_PassAtt,GK_PassCmpPct,GK_GKPassAtt,GK_Throws,GK_LaunchPct,GK_AvgLen,GK_CrossesStp,GK_CrossesStpPct,GK_OPA,GK_OPA90,GK_OPA_AvgDist,IsGK,AgeYears,name_norm,dob_key,k1,tm_player_id,market_value_eur,last_update,nationality,fuzzy_score,player_uuid
braian aguirre,DF,Lanús,23,2000,6.2,0,0,0.2,0.1,8,1,180,268,67.16,16,8,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,braian aguirre,2000,braian aguirre|2000,668549.0,4000000.0,2025-10-17,ar ARG,96.2962962962963,braian aguirre|2000
braian galvan,"FW,MF",Banfield,23,2000,9.2,0,1,0.2,0.3,7,2,197,302,65.23,12,10,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,braian galvan,2000,braian galvan|2000,,,,ar ARG,,braian galvan|2000
braian rivero,"MF,FW",Platense,27,1996,1.3,0,0,0.2,0.1,2,1,34,45,75.56,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,braian rivero,1996,braian rivero|1996,,,,ar ARG,,braian rivero|1996
braian romero,FW,Vélez Sarsfield,32,1991,24.6,12,4,12.4,2.7,66,31,267,387,68.99,16,7,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,braian romero,1991,braian romero|1991,357937.0,1200000.0,2025-10-17,ar ARG,100.0,braian romero|1991
brandon oviedo,DF,Banfield,19,2005,2.7,0,0,0.0,0.0,0,0,61,72,84.72,7,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,brandon oviedo,2005,brandon oviedo|2005,1322606.0,200000.0,2025-10-17,ar ARG,100.0,brandon oviedo|2005
brian aguirre,"FW,MF",Boca Juniors,20,2003,9.9,2,1,1.7,2.0,16,7,197,309,63.75,15,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,brian aguirre,2003,brian aguirre|2003,668549.0,4000000.0,2025-10-17,ar ARG,100.0,brian aguirre|2003
brian alexis leizza,DF,Tigre,23,2000,11.2,0,0,0.2,0.0,2,1,436,570,76.49,14,10,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,brian alexis leizza,2000,brian alexis leizza|2000,,,,ar ARG,,brian alexis leizza|2000
brian calderara,DF,Newell's OB,25,1998,2.9,0,0,0.1,0.6,2,1,82,123,66.67,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,brian calderara,1998,brian calderara|1998,830111.0,125000.0,2025-10-17,ar ARG,100.0,brian calderara|1998
brian cuello,"MF,FW",Instituto,26,1997,2.8,0,0,0.3,0.2,5,1,63,93,67.74,5,3,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,brian cuello,1997,brian cuello|1997,,,,ar ARG,,brian cuello|1997
brian luciatti,DF,Lanús,30,1993,10.6,0,0,0.3,0.0,4,1,340,410,82.93,12,6,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,brian luciatti,1993,brian luciatti|1993,,,,ar ARG,,brian luciatti|1993
brian salvareschi,DF,Godoy Cruz,24,1999,0.5,0,0,0.0,0.0,0,0,14,18,77.78,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,brian salvareschi,1999,brian salvareschi|1999,,,,ar ARG,,brian salvareschi|1999
brian sanchez,MF,Deportivo Riestra,30,1993,12.4,3,2,2.2,1.7,15,3,212,320,66.25,34,23,21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,brian sanchez,1993,brian sanchez|1993,,,,ar ARG,,brian sanchez|1993
bruno barticciotto,"FW,MF",Talleres,22,2001,11.2,7,2,2.3,1.5,30,11,260,337,77.15,13,8,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,bruno barticciotto,2001,bruno barticciotto|2001,,,,cl CHI,,bruno barticciotto|2001
bruno bianchi,DF,Ind. Rivadavia,34,1989,11.1,0,0,0.1,0.0,1,0,282,390,72.31,20,15,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,bruno bianchi,1989,bruno bianchi|1989,,,,ar ARG,,bruno bianchi|1989
bruno cabrera,"FW,MF",Lanús,20,2003,1.7,0,0,0.2,0.1,3,1,24,36,66.67,2,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,bruno cabrera,2003,bruno cabrera|2003,1235860.0,200000.0,2025-10-17,ar ARG,100.0,bruno cabrera|2003
bruno leyes,MF,Godoy Cruz,22,2001,19.6,0,0,0.3,0.4,14,2,682,873,78.12,37,28,16,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,bruno leyes,2001,bruno leyes|2001,910641.0,1800000.0,2025-10-17,ar ARG,100.0,bruno leyes|2001
bruno pitton,DF,Unión,30,1993,14.6,1,0,2.2,2.0,16,7,371,587,63.2,39,23,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,bruno pitton,1993,bruno pitton|1993,395216.0,400000.0,2025-10-17,ar ARG,100.0,bruno pitton|1993
bruno sepulveda,FW,Banfield,31,1992,13.0,6,1,4.7,1.3,29,11,146,214,68.22,7,5,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,31.0,bruno sepulveda,1992,bruno sepulveda|1992,690718.0,350000.0,2025-10-17,ar ARG,100.0,bruno sepulveda|1992
bruno zuculini,MF,Racing Club,30,1993,12.1,0,1,0.9,0.5,7,2,415,499,83.17,29,16,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,bruno zuculini,1993,bruno zuculini|1993,115507.0,600000.0,2025-10-17,ar ARG,100.0,bruno zuculini|1993
bryan cabezas,"FW,DF",Sarmiento,26,1997,0.5,0,0,0.0,0.0,0,0,5,12,41.67,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,bryan cabezas,1997,bryan cabezas|1997,,,,ec ECU,,bryan cabezas|1997
bryan reyna,"FW,MF",Belgrano,25,1998,9.4,3,4,1.8,2.5,9,4,160,221,72.4,10,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,bryan reyna,1998,bryan reyna|1998,440312.0,1500000.0,2025-10-17,pe PER,100.0,bryan reyna|1998
camilo viganoni,FW,Tigre,20,2003,2.5,0,0,0.8,0.3,6,0,25,46,54.35,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,camilo viganoni,2003,camilo viganoni|2003,,,,ar ARG,,camilo viganoni|2003
carlos arce,MF,Barracas Central,33,1990,0.5,0,0,0.0,0.0,0,0,31,37,83.78,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,carlos arce,1990,carlos arce|1990,,,,ar ARG,,carlos arce|1990
carlos izquierdoz,DF,Lanús,35,1988,19.6,0,0,0.5,0.1,7,2,711,878,80.98,36,26,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,carlos izquierdoz,1988,carlos izquierdoz|1988,116968.0,500000.0,2025-10-17,ar ARG,100.0,carlos izquierdoz|1988
carlos quintana,DF,Rosario Central,35,1988,10.6,2,0,0.5,0.9,7,2,211,317,66.56,23,15,13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,carlos quintana,1988,carlos quintana|1988,54596.0,100000.0,2025-10-17,ar ARG,100.0,carlos quintana|1988
carlos sanchez,DF,Barracas Central,37,1986,11.0,0,0,0.3,0.1,4,1,223,292,76.37,6,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,carlos sanchez,1986,carlos sanchez|1986,,,,co COL,,carlos sanchez|1986
carlos villalba,MF,Platense,25,1998,9.1,0,1,0.2,0.6,3,3,220,298,73.83,35,17,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,carlos villalba,1998,carlos villalba|1998,652968.0,550000.0,2025-10-17,ar ARG,100.0,carlos villalba|1998
cesar ibanez,DF,Huracán,24,1999,11.7,0,1,0.1,0.7,3,0,364,565,64.42,42,31,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,cesar ibanez,1999,cesar ibanez|1999,674391.0,2500000.0,2025-10-17,ar ARG,100.0,cesar ibanez|1999
cesar perez,"MF,FW",Defensa y Just,21,2002,10.0,0,0,0.7,0.6,15,1,483,577,83.71,20,10,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,cesar perez,2002,cesar perez|2002,662746.0,3000000.0,2025-10-17,cl CHI,100.0,cesar perez|2002
christian ordonez,MF,Vélez Sarsfield,19,2004,22.3,0,3,1.2,2.4,16,1,562,724,77.62,53,30,43,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,christian ordonez,2004,christian ordonez|2004,,,,ar ARG,,christian ordonez|2004
claudio aquino,MF,Vélez Sarsfield,32,1991,23.5,9,4,6.8,6.0,70,22,968,1475,65.63,21,14,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,claudio aquino,1991,claudio aquino|1991,,,,ar ARG,,claudio aquino|1991
claudio corvalan,DF,Unión,34,1989,22.6,0,1,2.6,0.8,26,4,961,1295,74.21,37,24,14,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,claudio corvalan,1989,claudio corvalan|1989,125108.0,225000.0,2025-10-17,ar ARG,100.0,claudio corvalan|1989
claudio echeverri,"MF,FW",River Plate,18,2006,12.9,2,3,3.8,3.2,39,11,499,647,77.13,18,13,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,claudio echeverri,2006,claudio echeverri|2006,,,,ar ARG,,claudio echeverri|2006
claudio valverde,"MF,DF",Godoy Cruz,21,2002,0.6,0,0,0.0,0.0,0,0,7,13,53.85,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,claudio valverde,2002,claudio valverde|2002,,,,ar ARG,,claudio valverde|2002
cristian colman,"FW,DF",Gimnasia–LP,29,1994,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,cristian colman,1994,cristian colman|1994,,,,py PAR,,cristian colman|1994
cristian ferreira,MF,San Lorenzo,24,1999,3.4,1,0,0.6,0.2,9,5,126,168,75.0,3,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,cristian ferreira,1999,cristian ferreira|1999,548468.0,500000.0,2025-10-17,ar ARG,100.0,cristian ferreira|1999
cristian lema,DF,Boca Juniors,33,1990,9.0,1,0,0.4,0.2,10,3,378,485,77.94,18,12,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,cristian lema,1990,cristian lema|1990,147128.0,125000.0,2025-10-17,ar ARG,100.0,cristian lema|1990
cristian medina,MF,Boca Juniors,21,2002,10.7,1,1,0.8,0.9,9,5,406,478,84.94,29,16,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,cristian medina,2002,cristian medina|2002,661133.0,8000000.0,2025-10-17,ar ARG,100.0,cristian medina|2002
cristian nunez,MF,Banfield,26,1997,16.9,0,0,0.0,0.1,0,0,532,648,82.1,74,53,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,cristian nunez,1997,cristian nunez|1997,,,,py PAR,,cristian nunez|1997
cristian paz,DF,Deportivo Riestra,28,1995,8.1,0,0,0.4,0.0,2,1,61,124,49.19,19,14,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,cristian paz,1995,cristian paz|1995,357338.0,400000.0,2025-10-17,ar ARG,100.0,cristian paz|1995
cristian tarragona,FW,San Lorenzo,32,1991,5.4,1,1,2.1,0.7,17,7,106,144,73.61,9,5,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,cristian tarragona,1991,cristian tarragona|1991,422698.0,225000.0,2025-10-17,ar ARG,100.0,cristian tarragona|1991
cristian torres,"MF,FW",Godoy Cruz,24,1999,0.7,0,0,0.2,0.0,2,0,8,11,72.73,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,cristian torres,1999,cristian torres|1999,,,,ar ARG,,cristian torres|1999
cristian vega,MF,Cen. Córdoba–SdE,30,1993,4.4,0,0,0.1,0.1,6,2,139,181,76.8,19,11,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,30.0,cristian vega,1993,cristian vega|1993,443689.0,150000.0,2025-10-17,ar ARG,100.0,cristian vega|1993
cristopher fiermarin,GK,Defensa y Just,26,1998,10.0,0,0,0.0,0.0,0,0,304,382,79.58,1,0,0,0,17.0,1.7,42.0,26.0,64.3,1.0,10.0,3.0,2.0,1.0,0.0,15.8,0.31,0.8,0.08,45.0,111.0,40.5,280.0,45.0,28.6,31.1,10.0,5.8,4.0,0.4,11.4,True,26.0,cristopher fiermarin,1998,cristopher fiermarin|1998,,,,uy URU,,cristopher fiermarin|1998
damian batallini,"MF,DF",Arg Juniors,27,1996,0.3,0,0,0.1,0.1,2,0,13,17,76.47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,damian batallini,1996,damian batallini|1996,,,,ar ARG,,damian batallini|1996
damian diaz,MF,Banfield,37,1986,3.3,1,1,0.4,0.8,5,3,99,154,64.29,6,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,37.0,damian diaz,1986,damian diaz|1986,,,,ec ECU,,damian diaz|1986
damian fernandez,DF,Vélez Sarsfield,23,2001,6.3,1,0,0.8,0.0,1,1,234,308,75.97,8,5,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,damian fernandez,2001,damian fernandez|2001,706562.0,2000000.0,2025-10-17,ar ARG,100.0,damian fernandez|2001
damian martinez,DF,Rosario Central,34,1990,9.5,1,0,0.2,0.3,5,1,308,417,73.86,14,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,damian martinez,1990,damian martinez|1990,107282.0,125000.0,2025-10-17,ar ARG,100.0,damian martinez|1990
damian perez,DF,Independiente,35,1988,14.7,0,0,0.1,0.3,4,1,439,647,67.85,26,18,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,damian perez,1988,damian perez|1988,,,,ar ARG,,damian perez|1988
damian puebla,"MF,FW",Instituto,21,2002,23.1,5,4,5.3,2.2,40,11,406,613,66.23,40,26,45,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,damian puebla,2002,damian puebla|2002,1106216.0,3000000.0,2025-10-17,ar ARG,100.0,damian puebla|2002
daniel barrea,"MF,FW",Godoy Cruz,22,2001,13.9,3,4,1.9,4.5,32,10,201,300,67.0,13,9,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,daniel barrea,2001,daniel barrea|2001,1006250.0,1000000.0,2025-10-17,ar ARG,100.0,daniel barrea|2001
daniel herrera,"DF,MF",San Lorenzo,19,2004,3.6,0,0,0.1,0.0,2,1,98,137,71.53,7,3,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,daniel herrera,2004,daniel herrera|2004,1250374.0,1200000.0,2025-10-17,ar ARG,100.0,daniel herrera|2004
daniel juarez,FW,Barracas Central,22,2001,3.3,0,0,0.6,0.3,6,4,72,107,67.29,5,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,daniel juarez,2001,daniel juarez|2001,,,,ar ARG,,daniel juarez|2001
daniel zabala,DF,River Plate,21,2003,1.6,0,0,0.0,0.0,0,0,43,65,66.15,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,daniel zabala,2003,daniel zabala|2003,1203749.0,200000.0,2025-10-17,ar ARG,100.0,daniel zabala|2003
dante campisi,GK,Unión,27,1996,1.0,0,0,0.0,0.0,0,0,11,17,64.71,0,0,0,0,1.0,1.0,3.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.41,0.2,0.24,5.0,8.0,62.5,11.0,1.0,45.5,39.5,0.0,0.0,1.0,1.0,28.0,True,27.0,dante campisi,1996,dante campisi|1996,,,,ar ARG,,dante campisi|1996
dardo miloc,MF,Barracas Central,33,1990,9.4,0,0,0.1,0.1,4,0,261,353,73.94,27,14,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,dardo miloc,1990,dardo miloc|1990,118375.0,75000.0,2025-10-17,ar ARG,100.0,dardo miloc|1990
dario caceres,"DF,MF",Defensa y Just,26,1998,4.5,0,0,0.0,0.2,1,0,179,225,79.56,9,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,dario caceres,1998,dario caceres|1998,,,,py PAR,,dario caceres|1998
dario sarmiento,"MF,FW",Tigre,20,2003,2.8,0,0,0.2,0.2,3,0,110,142,77.46,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,dario sarmiento,2003,dario sarmiento|2003,,,,ar ARG,,dario sarmiento|2003
david barbona,"MF,FW",Defensa y Just,28,1995,0.4,0,0,0.0,0.0,1,0,17,21,80.95,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,28.0,david barbona,1995,david barbona|1995,356089.0,1000000.0,2025-10-17,ar ARG,100.0,david barbona|1995
david gallardo,"MF,DF",Sarmiento,26,1997,1.4,0,0,0.1,0.0,2,1,15,30,50.0,4,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,david gallardo,1997,david gallardo|1997,,,,ar ARG,,david gallardo|1997
david gonzalez,"MF,FW",Racing Club,20,2003,0.5,0,0,0.1,0.0,3,0,29,36,80.56,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,david gonzalez,2003,david gonzalez|2003,,,,ar ARG,,david gonzalez|2003
david sotelo,MF,Newell's OB,20,2003,0.3,0,0,0.0,0.0,0,0,14,15,93.33,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,david sotelo,2003,david sotelo|2003,1061839.0,300000.0,2025-10-17,ar ARG,100.0,david sotelo|2003
david zalazar,"FW,MF",Gimnasia–LP,21,2002,11.7,1,0,1.6,1.8,34,10,235,420,55.95,17,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,21.0,david zalazar,2002,david zalazar|2002,983867.0,250000.0,2025-10-17,ar ARG,100.0,david zalazar|2002
dayro pena,"FW,MF",Tigre,0,0,0.5,0,0,0.0,0.1,0,0,11,14,78.57,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.0,dayro pena,,dayro pena|,,,,0,,dayro pena|
delfor minervino,DF,Deportivo Riestra,27,1996,1.8,0,0,0.1,0.0,3,1,29,52,55.77,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,delfor minervino,1996,delfor minervino|1996,,,,ar ARG,,delfor minervino|1996
diego azcurra,"FW,MF",Sarmiento,25,1998,0.6,0,0,0.0,0.0,0,0,9,17,52.94,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,25.0,diego azcurra,1998,diego azcurra|1998,,,,ar ARG,,diego azcurra|1998
diego calcaterra,MF,Sarmiento,22,2001,1.0,0,0,0.1,0.1,1,0,22,33,66.67,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,22.0,diego calcaterra,2001,diego calcaterra|2001,,,,ar ARG,,diego calcaterra|2001
diego herazo,"FW,MF",San Lorenzo,27,1996,1.5,0,0,0.3,0.5,5,0,13,22,59.09,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,diego herazo,1996,diego herazo|1996,384580.0,550000.0,2025-10-17,co COL,100.0,diego herazo|1996
diego matias rodriguez,GK,Arg Juniors,34,1989,27.0,0,0,0.8,0.0,0,0,586,804,72.89,1,1,0,0,28.0,1.04,90.0,63.0,73.3,10.0,37.0,4.0,4.0,0.0,0.0,26.4,0.26,-0.6,-0.02,126.0,323.0,39.0,620.0,85.0,37.6,36.0,6.0,2.0,18.0,0.67,14.8,True,34.0,diego matias rodriguez,1989,diego matias rodriguez|1989,90800.0,300000.0,2025-10-17,ar ARG,95.0,diego matias rodriguez|1989
diego ortegoza,MF,Talleres,26,1997,13.7,0,0,0.5,1.0,18,5,615,730,84.25,40,21,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,diego ortegoza,1997,diego ortegoza|1997,,,,cl CHI,,diego ortegoza|1997
diego pavia,DF,Barracas Central,18,2005,0.7,0,0,0.0,0.0,0,0,18,32,56.25,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,diego pavia,2005,diego pavia|2005,,,,ar ARG,,diego pavia|2005
diego tarzia,"FW,MF",Independiente,20,2003,10.1,0,0,1.0,1.3,19,5,157,243,64.61,11,9,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,diego tarzia,2003,diego tarzia|2003,1225755.0,2500000.0,2025-10-17,ar ARG,100.0,diego tarzia|2003
diego tonetto,MF,Ind. Rivadavia,35,1988,6.9,0,1,0.4,0.1,4,1,169,245,68.98,15,11,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,35.0,diego tonetto,1988,diego tonetto|1988,87890.0,25000.0,2025-10-17,ar ARG,100.0,diego tonetto|1988
dylan aquino,"FW,MF",Lanús,18,2005,7.2,1,4,1.9,3.6,29,12,164,230,71.3,15,11,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,dylan aquino,2005,dylan aquino|2005,1150206.0,1800000.0,2025-10-17,ar ARG,100.0,dylan aquino|2005
dylan gorosito,DF,Boca Juniors,17,2006,0.5,0,0,0.0,0.0,0,0,7,12,58.33,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,17.0,dylan gorosito,2006,dylan gorosito|2006,,,,ar ARG,,dylan gorosito|2006
edinson cavani,FW,Boca Juniors,36,1987,14.4,4,1,6.4,0.8,28,17,186,251,74.1,8,3,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,36.0,edinson cavani,1987,edinson cavani|1987,48280.0,500000.0,2025-10-17,uy URU,100.0,edinson cavani|1987
eduardo salvio,"FW,MF",Lanús,33,1990,14.6,4,1,3.5,1.3,28,12,398,519,76.69,15,6,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,33.0,eduardo salvio,1990,eduardo salvio|1990,84535.0,1000000.0,2025-10-17,ar ARG,100.0,eduardo salvio|1990
edwuin cetre,"FW,MF",Estudiantes–LP,26,1998,12.2,3,1,1.8,1.8,25,11,270,409,66.01,10,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,edwuin cetre,1998,edwuin cetre|1998,470390.0,2200000.0,2025-10-17,co COL,100.0,edwuin cetre|1998
elian irala,MF,San Lorenzo,19,2004,17.5,2,0,0.6,0.2,14,3,562,739,76.05,51,36,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,elian irala,2004,elian irala|2004,,,,ar ARG,,elian irala|2004
elias baez,DF,San Lorenzo,19,2004,14.4,0,0,0.2,0.2,7,2,466,684,68.13,40,24,15,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,elias baez,2004,elias baez|2004,1160854.0,3000000.0,2025-10-17,ar ARG,100.0,elias baez|2004
elias cabrera,"MF,FW",Cen. Córdoba–SdE,20,2003,10.8,0,0,0.6,1.8,16,5,408,557,73.25,28,17,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,20.0,elias cabrera,2003,elias cabrera|2003,668513.0,1200000.0,2025-10-17,ar ARG,100.0,elias cabrera|2003
elias gomez,DF,Vélez Sarsfield,29,1994,23.3,1,2,0.9,2.4,12,2,871,1167,74.64,49,25,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,29.0,elias gomez,1994,elias gomez|1994,302139.0,1300000.0,2025-10-17,ar ARG,100.0,elias gomez|1994
elias lopez,DF,Sarmiento,23,2000,22.6,2,2,1.1,2.1,12,4,492,775,63.48,40,23,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,23.0,elias lopez,2000,elias lopez|2000,491691.0,450000.0,2025-10-17,ar ARG,100.0,elias lopez|2000
elias ocampo,"DF,FW",Rosario Central,19,2004,1.7,0,0,0.0,0.2,0,0,35,58,60.34,5,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,19.0,elias ocampo,2004,elias ocampo|2004,,,,ar ARG,,elias ocampo|2004
elias pereyra,DF,Godoy Cruz,24,1999,12.5,0,0,0.1,0.2,3,1,352,500,70.4,33,21,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,24.0,elias pereyra,1999,elias pereyra|1999,576027.0,300000.0,2025-10-17,ar ARG,100.0,elias pereyra|1999
emanuel aguilera,DF,Defensa y Just,34,1989,20.4,0,0,0.4,0.0,7,1,828,990,83.64,8,3,19,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,emanuel aguilera,1989,emanuel aguilera|1989,123015.0,200000.0,2025-10-17,ar ARG,100.0,emanuel aguilera|1989
emanuel coronel,DF,Rosario Central,26,1997,15.9,0,0,0.2,1.2,8,3,540,789,68.44,36,27,18,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,26.0,emanuel coronel,1997,emanuel coronel|1997,565194.0,2700000.0,2025-10-17,ar ARG,100.0,emanuel coronel|1997
emanuel dall'aglio,DF,Estudiantes–LP,18,2005,0.3,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,emanuel dall'aglio,2005,emanuel dall'aglio|2005,,,,ar ARG,,emanuel dall'aglio|2005
emanuel insua,DF,Banfield,32,1991,12.0,0,0,0.9,0.3,8,3,332,488,68.03,33,20,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,32.0,emanuel insua,1991,emanuel insua|1991,,,,ar ARG,,emanuel insua|1991
emanuel mammana,DF,Vélez Sarsfield,27,1996,18.0,0,0,0.2,0.0,5,2,654,819,79.85,34,24,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,27.0,emanuel mammana,1996,emanuel mammana|1996,275512.0,2800000.0,2025-10-17,ar ARG,100.0,emanuel mammana|1996
emanuel rojas,MF,Banfield,18,2005,0.1,0,0,0.0,0.0,0,0,1,2,50.0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,18.0,emanuel rojas,2005,emanuel rojas|2005,,,,ar ARG,,emanuel rojas|2005
emiliano giannunzio,MF,Unión,42,1982,0.0,0,0,0.0,0.0,0,0,1,3,33.33,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,42.0,emiliano giannunzio,1982,emiliano giannunzio|1982,,,,ar ARG,,emiliano giannunzio|1982
emiliano mendez,MF,Sarmiento,34,1989,15.5,1,0,0.4,0.2,8,3,318,460,69.13,48,25,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,34.0,emiliano mendez,1989,emiliano mendez|1989,,,,ar ARG,,emiliano mendez|1989
